"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.0600000000000001 NA 1 NA 24 5 25 4 50 1.38
"2" "kukd" 305 0 0 1 NA 208 17 206 16 50 1.47
"3" "kuku" 1719 0 0 1 NA 1156 50 1160 44 50 1.49
"4" "pkd" 538 0 0 1 NA 415 23 418 27 50 1.3
"5" "pku" 2067 0 0 1 NA 1535 127 1538 67 50 1.35
"6" "pp" 6202 0 0 1 NA 4737 85 4739 61 50 1.31
"7" "tdkd" 35 0.54 NA 0.56 NA 34 7 35 6 50 1.03
"8" "tdku" 52 0.0600000000000001 NA 0.96 NA 38 10 38 8 50 1.37
"9" "tdp" 545 0.22 NA 0.78 NA 527 23 527 18 50 1.03
"10" "tdtd" 44 0.66 NA 0.4 NA 46 6 46 7 50 0.96
"11" "tukd" 102 0.58 NA 0.44 NA 103 17 106 14 50 0.99
"12" "tuku" 1 0.82 NA 0.5 NA 2 2 2 2 50 0.5
"13" "tup" 541 0.0600000000000001 NA 0.94 NA 479 69 491 30 50 1.13
"14" "tutd" 114 0.62 NA 0.4 NA 119 16 119 14 50 0.96
"15" "tutu" 4146 0 0 1 NA 3022 104 3020 98 50 1.37
