"group" "motif_type" "counts" "total_count"
"1" "others" 2 68
"1" "others" 3 27
"1" "others" 4 7
"1" "others" 5 5
"1" "others" 6 1
"1" "others" 7 4
"1" "others" 8 3
"1" "others" 9 1
"1" "others" 10 1
"1" "others" 11 1
"1" "others" 12 2
"1" "others" 14 1
"1" "others" 15 1
"1" "others" 17 1
"1" "others" 18 1
"1" "others" 24 1
"1" "others" 27 1
"1" "others" 28 1
"1" "others" 31 1
"1" "protein_complexes" 2 420
"1" "protein_complexes" 3 67
"1" "protein_complexes" 4 25
"1" "protein_complexes" 5 5
"1" "protein_complexes" 6 5
"1" "protein_complexes" 7 1
"1" "protein_complexes" 8 3
"1" "protein_complexes" 9 1
"1" "protein_complexes" 13 1
"1" "regulatory_triplets" 2 186
"1" "regulatory_triplets" 3 35
"1" "regulatory_triplets" 4 10
"1" "regulatory_triplets" 6 4
"1" "signaling_triplets" 2 229
"1" "signaling_triplets" 3 47
"1" "signaling_triplets" 4 9
"1" "signaling_triplets" 5 11
"1" "signaling_triplets" 6 1
"1" "signaling_triplets" 8 3
"1" "signaling_triplets" 11 1
"1" "signaling_triplets" 13 1
"1" "signaling_triplets" 14 1
"2" "others" 2 57
"2" "others" 3 27
"2" "others" 4 7
"2" "others" 5 6
"2" "others" 6 3
"2" "others" 7 3
"2" "others" 8 3
"2" "others" 9 1
"2" "others" 11 1
"2" "others" 12 2
"2" "others" 14 2
"2" "others" 15 1
"2" "protein_complexes" 2 399
"2" "protein_complexes" 3 84
"2" "protein_complexes" 4 19
"2" "protein_complexes" 5 10
"2" "protein_complexes" 6 2
"2" "protein_complexes" 7 2
"2" "protein_complexes" 8 2
"2" "regulatory_triplets" 2 216
"2" "regulatory_triplets" 3 33
"2" "regulatory_triplets" 4 13
"2" "regulatory_triplets" 5 1
"2" "regulatory_triplets" 6 3
"2" "regulatory_triplets" 9 1
"2" "regulatory_triplets" 26 1
"2" "signaling_triplets" 2 228
"2" "signaling_triplets" 3 46
"2" "signaling_triplets" 4 18
"2" "signaling_triplets" 5 1
"2" "signaling_triplets" 6 2
"2" "signaling_triplets" 7 1
"3" "others" 2 49
"3" "others" 3 13
"3" "others" 4 14
"3" "others" 5 5
"3" "others" 6 4
"3" "others" 7 3
"3" "others" 9 1
"3" "others" 10 2
"3" "others" 11 1
"3" "others" 14 2
"3" "others" 17 1
"3" "others" 18 1
"3" "others" 33 1
"3" "protein_complexes" 2 420
"3" "protein_complexes" 3 79
"3" "protein_complexes" 4 21
"3" "protein_complexes" 5 6
"3" "protein_complexes" 6 4
"3" "protein_complexes" 7 1
"3" "protein_complexes" 8 1
"3" "regulatory_triplets" 2 182
"3" "regulatory_triplets" 3 25
"3" "regulatory_triplets" 4 6
"3" "regulatory_triplets" 5 3
"3" "regulatory_triplets" 6 3
"3" "regulatory_triplets" 8 1
"3" "regulatory_triplets" 10 1
"3" "signaling_triplets" 2 206
"3" "signaling_triplets" 3 35
"3" "signaling_triplets" 4 15
"3" "signaling_triplets" 5 5
"3" "signaling_triplets" 6 4
"3" "signaling_triplets" 9 2
"4" "others" 2 67
"4" "others" 3 29
"4" "others" 4 4
"4" "others" 5 3
"4" "others" 6 3
"4" "others" 7 1
"4" "others" 8 1
"4" "others" 9 1
"4" "others" 10 2
"4" "others" 12 3
"4" "others" 13 1
"4" "others" 15 1
"4" "others" 16 2
"4" "others" 25 2
"4" "protein_complexes" 2 429
"4" "protein_complexes" 3 68
"4" "protein_complexes" 4 17
"4" "protein_complexes" 5 9
"4" "protein_complexes" 6 3
"4" "protein_complexes" 7 1
"4" "protein_complexes" 8 3
"4" "protein_complexes" 9 1
"4" "protein_complexes" 23 1
"4" "regulatory_triplets" 2 189
"4" "regulatory_triplets" 3 20
"4" "regulatory_triplets" 4 6
"4" "regulatory_triplets" 5 1
"4" "regulatory_triplets" 6 3
"4" "regulatory_triplets" 7 1
"4" "regulatory_triplets" 14 1
"4" "signaling_triplets" 2 269
"4" "signaling_triplets" 3 47
"4" "signaling_triplets" 4 14
"4" "signaling_triplets" 5 6
"4" "signaling_triplets" 6 2
"4" "signaling_triplets" 7 2
"4" "signaling_triplets" 8 1
"4" "signaling_triplets" 9 1
"5" "others" 2 57
"5" "others" 3 20
"5" "others" 4 5
"5" "others" 5 8
"5" "others" 6 2
"5" "others" 7 3
"5" "others" 8 2
"5" "others" 9 1
"5" "others" 11 1
"5" "others" 20 1
"5" "protein_complexes" 2 378
"5" "protein_complexes" 3 60
"5" "protein_complexes" 4 18
"5" "protein_complexes" 5 13
"5" "protein_complexes" 6 2
"5" "protein_complexes" 7 1
"5" "protein_complexes" 8 2
"5" "regulatory_triplets" 2 175
"5" "regulatory_triplets" 3 29
"5" "regulatory_triplets" 4 1
"5" "regulatory_triplets" 5 5
"5" "regulatory_triplets" 6 1
"5" "regulatory_triplets" 7 2
"5" "regulatory_triplets" 8 1
"5" "regulatory_triplets" 11 1
"5" "signaling_triplets" 2 234
"5" "signaling_triplets" 3 40
"5" "signaling_triplets" 4 14
"5" "signaling_triplets" 5 4
"5" "signaling_triplets" 6 1
"5" "signaling_triplets" 7 1
"5" "signaling_triplets" 9 1
"6" "others" 2 50
"6" "others" 3 18
"6" "others" 4 11
"6" "others" 5 5
"6" "others" 6 2
"6" "others" 7 2
"6" "others" 8 2
"6" "others" 9 5
"6" "others" 10 1
"6" "others" 12 1
"6" "others" 13 1
"6" "others" 16 1
"6" "others" 21 1
"6" "protein_complexes" 2 387
"6" "protein_complexes" 3 69
"6" "protein_complexes" 4 29
"6" "protein_complexes" 5 5
"6" "protein_complexes" 6 2
"6" "protein_complexes" 8 1
"6" "protein_complexes" 9 2
"6" "regulatory_triplets" 2 209
"6" "regulatory_triplets" 3 29
"6" "regulatory_triplets" 4 5
"6" "regulatory_triplets" 5 4
"6" "regulatory_triplets" 6 4
"6" "regulatory_triplets" 7 2
"6" "regulatory_triplets" 9 1
"6" "signaling_triplets" 2 237
