"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 40 16 37 16 100 4.5
"2" "kukd" 266 0 0 1 NA 128 18 128 18 100 2.08
"3" "kuku" 1216 0 0 1 NA 608 39 608 38 100 2
"4" "pkd" 653 0 0 1 NA 273 27 274 21 100 2.39
"5" "pku" 1320 0 0 1 NA 746 64 750 50 100 1.77
"6" "pp" 13269 0 0 1 NA 2626 69 2617 70 100 5.05
"7" "tdkd" 61 0.02 NA 0.98 NA 31 12 29 10 100 1.97
"8" "tdku" 38 0 0 1 NA 16 5 16 6 100 2.38
"9" "tdp" 766 0 0 1 NA 307 24 304 23 100 2.5
"10" "tdtd" 157 0 0 1 NA 75 30 70 30 100 2.09
"11" "tukd" 53 0.44 NA 0.65 NA 52 10 51 9 100 1.02
"12" "tuku" 0 1 NA 0.65 NA 0 1 0 0 100 NA
"13" "tup" 266 0.01 NA 0.99 NA 217 22 215 21 100 1.23
"14" "tutd" 52 0.36 NA 0.65 NA 48 9 48 10 100 1.08
"15" "tutu" 2005 0 0 1 NA 1231 64 1234 66 100 1.63
