"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 60 19 58 19 100 3.57
"2" "kukd" 438 0 0 1 NA 236 34 242 25 100 1.86
"3" "kuku" 2103 0 0 1 NA 1242 70 1232 70 100 1.69
"4" "pkd" 981 0 0 1 NA 523 30 518 28 100 1.88
"5" "pku" 2297 0 0 1 NA 1588 95 1570 95 100 1.45
"6" "pp" 18008 0 0 1 NA 5480 116 5472 117 100 3.29
"7" "tdkd" 88 0.13 NA 0.88 NA 66 21 65 19 100 1.33
"8" "tdku" 76 0 0 1 NA 39 10 39 9 100 1.95
"9" "tdp" 1205 0 0 1 NA 693 42 692 43 100 1.74
"10" "tdtd" 231 0.09 NA 0.92 NA 176 39 178 45 100 1.31
"11" "tukd" 111 0.47 NA 0.56 NA 109 17 110 13 100 1.02
"12" "tuku" 1 0.72 NA 0.72 NA 1 1 1 1 100 1
"13" "tup" 583 0.01 NA 1 NA 497 45 496 33 100 1.17
"14" "tutd" 123 0.57 NA 0.47 NA 125 17 124 19 100 0.98
"15" "tutu" 4391 0 0 1 NA 3153 97 3154 97 100 1.39
