"group" "motif_type" "counts" "total_count"
"1" "others" 2 80
"1" "others" 3 21
"1" "others" 4 7
"1" "others" 5 2
"1" "others" 6 3
"1" "others" 7 3
"1" "others" 8 3
"1" "others" 9 2
"1" "others" 11 4
"1" "others" 13 1
"1" "others" 17 1
"1" "others" 20 1
"1" "others" 23 1
"1" "protein_complexes" 2 418
"1" "protein_complexes" 3 88
"1" "protein_complexes" 4 20
"1" "protein_complexes" 5 4
"1" "protein_complexes" 6 5
"1" "protein_complexes" 7 2
"1" "protein_complexes" 10 1
"1" "regulatory_triplets" 2 187
"1" "regulatory_triplets" 3 32
"1" "regulatory_triplets" 4 8
"1" "regulatory_triplets" 5 4
"1" "regulatory_triplets" 6 2
"1" "regulatory_triplets" 7 1
"1" "regulatory_triplets" 16 1
"1" "signaling_triplets" 2 188
"1" "signaling_triplets" 3 45
"1" "signaling_triplets" 4 9
"1" "signaling_triplets" 5 3
"1" "signaling_triplets" 6 5
"1" "signaling_triplets" 7 1
"1" "signaling_triplets" 9 1
"2" "others" 2 62
"2" "others" 3 20
"2" "others" 4 8
"2" "others" 5 3
"2" "others" 6 6
"2" "others" 7 1
"2" "others" 8 3
"2" "others" 9 1
"2" "others" 10 1
"2" "others" 11 3
"2" "others" 12 1
"2" "others" 13 1
"2" "others" 14 1
"2" "others" 15 1
"2" "others" 41 1
"2" "protein_complexes" 2 435
"2" "protein_complexes" 3 70
"2" "protein_complexes" 4 21
"2" "protein_complexes" 5 14
"2" "protein_complexes" 8 3
"2" "protein_complexes" 9 1
"2" "protein_complexes" 14 1
"2" "regulatory_triplets" 2 171
"2" "regulatory_triplets" 3 21
"2" "regulatory_triplets" 4 7
"2" "regulatory_triplets" 5 3
"2" "regulatory_triplets" 6 1
"2" "regulatory_triplets" 8 1
"2" "regulatory_triplets" 10 1
"2" "regulatory_triplets" 14 1
"2" "regulatory_triplets" 18 1
"2" "signaling_triplets" 2 260
"2" "signaling_triplets" 3 44
"2" "signaling_triplets" 4 8
"2" "signaling_triplets" 5 4
"2" "signaling_triplets" 6 4
"2" "signaling_triplets" 9 1
"2" "signaling_triplets" 10 1
"3" "others" 2 75
"3" "others" 3 22
"3" "others" 4 7
"3" "others" 5 3
"3" "others" 6 3
"3" "others" 7 3
"3" "others" 8 4
"3" "others" 9 2
"3" "others" 10 1
"3" "others" 12 1
"3" "others" 17 1
"3" "others" 18 1
"3" "others" 24 1
"3" "others" 25 1
"3" "others" 36 1
"3" "protein_complexes" 2 419
"3" "protein_complexes" 3 70
"3" "protein_complexes" 4 30
"3" "protein_complexes" 5 9
"3" "protein_complexes" 6 3
"3" "protein_complexes" 7 3
"3" "protein_complexes" 8 1
"3" "protein_complexes" 9 2
"3" "regulatory_triplets" 2 174
"3" "regulatory_triplets" 3 21
"3" "regulatory_triplets" 4 12
"3" "regulatory_triplets" 5 5
"3" "regulatory_triplets" 6 1
"3" "regulatory_triplets" 8 2
"3" "regulatory_triplets" 10 1
"3" "regulatory_triplets" 11 1
"3" "signaling_triplets" 2 233
"3" "signaling_triplets" 3 45
"3" "signaling_triplets" 4 16
"3" "signaling_triplets" 5 8
"3" "signaling_triplets" 6 2
"3" "signaling_triplets" 7 2
"3" "signaling_triplets" 9 1
"4" "others" 2 49
"4" "others" 3 18
"4" "others" 4 7
"4" "others" 5 4
"4" "others" 6 2
"4" "others" 7 4
"4" "others" 8 3
"4" "others" 9 2
"4" "others" 11 3
"4" "others" 15 1
"4" "others" 18 1
"4" "others" 25 1
"4" "others" 30 1
"4" "protein_complexes" 2 360
"4" "protein_complexes" 3 85
"4" "protein_complexes" 4 27
"4" "protein_complexes" 5 6
"4" "protein_complexes" 6 1
"4" "protein_complexes" 7 1
"4" "protein_complexes" 16 1
"4" "regulatory_triplets" 2 154
"4" "regulatory_triplets" 3 25
"4" "regulatory_triplets" 4 7
"4" "regulatory_triplets" 5 2
