"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 129 0 0 1 NA 38 12 36 14 100 3.39
"2" "kukd" 316 0 0 1 NA 106 22 108 19 100 2.98
"3" "kuku" 1097 0 0 1 NA 310 30 310 32 100 3.54
"4" "pkd" 612 0 0 1 NA 80 12 80 12 100 7.65
"5" "pku" 1177 0 0 1 NA 261 33 260 32 100 4.51
"6" "pp" 13890 0 0 1 NA 473 36 477 33 100 29.37
"7" "tdkd" 28 0.03 NA 0.97 NA 11 7 9 6 100 2.55
"8" "tdku" 50 0 0 1 NA 8 5 7 4 100 6.25
"9" "tdp" 592 0 0 1 NA 63 10 63 10 100 9.4
"10" "tdtd" 41 0 0 1 NA 16 6 15 6 100 2.56
"11" "tukd" 17 0.02 NA 0.99 NA 8 3 8 3 100 2.12
"12" "tuku" 0 1 NA 0.9 NA 0 0 0 0 100 NA
"13" "tup" 173 0 0 1 NA 25 7 25 8 100 6.92
"14" "tutd" 21 0.09 NA 0.93 NA 14 5 14 4 100 1.5
"15" "tutu" 353 0 0 1 NA 70 12 71 12 100 5.04
