"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 185 0 0 1 NA 39 16 36 14 100 4.74
"2" "kukd" 287 0 0 1 NA 138 25 142 23 100 2.08
"3" "kuku" 1305 0 0 1 NA 670 39 672 41 100 1.95
"4" "pkd" 691 0 0 1 NA 304 27 305 27 100 2.27
"5" "pku" 1416 0 0 1 NA 833 50 838 50 100 1.7
"6" "pp" 13875 0 0 1 NA 2911 71 2915 76 100 4.77
"7" "tdkd" 64 0.0600000000000001 NA 0.94 NA 39 14 38 14 100 1.64
"8" "tdku" 43 0 0 1 NA 20 6 19 6 100 2.15
"9" "tdp" 818 0 0 1 NA 348 28 350 31 100 2.35
"10" "tdtd" 164 0.03 NA 0.97 NA 86 32 82 29 100 1.91
"11" "tukd" 58 0.61 NA 0.44 NA 59 10 60 9 100 0.98
"12" "tuku" 1 0.44 NA 0.84 NA 1 1 0 0 100 1
"13" "tup" 291 0.01 NA 0.99 NA 233 26 233 22 100 1.25
"14" "tutd" 55 0.56 NA 0.49 NA 55 13 56 13 100 1
"15" "tutu" 2209 0 0 1 NA 1397 61 1398 61 100 1.58
