"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 61 20 58 18 100 3.51
"2" "kukd" 438 0 0 1 NA 240 37 242 27 100 1.82
"3" "kuku" 2103 0 0 1 NA 1253 64 1249 65 100 1.68
"4" "pkd" 981 0 0 1 NA 520 45 519 33 100 1.89
"5" "pku" 2297 0 0 1 NA 1569 114 1582 82 100 1.46
"6" "pp" 18008 0 0 1 NA 5466 108 5462 82 100 3.29
"7" "tdkd" 88 0.09 NA 0.91 NA 65 16 64 14 100 1.35
"8" "tdku" 76 0 0 1 NA 41 11 42 10 100 1.85
"9" "tdp" 1205 0 0 1 NA 692 35 692 37 100 1.74
"10" "tdtd" 231 0.18 NA 0.83 NA 187 51 180 51 100 1.24
"11" "tukd" 111 0.56 NA 0.44 NA 113 14 113 12 100 0.98
"12" "tuku" 1 0.59 NA 0.67 NA 2 2 1 1 100 0.5
"13" "tup" 583 0.01 NA 0.99 NA 491 44 492 35 100 1.19
"14" "tutd" 123 0.57 NA 0.46 NA 125 18 124 17 100 0.98
"15" "tutu" 4391 0 0 1 NA 3147 107 3148 93 100 1.4
