"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 60 19 60 21 100 3.57
"2" "kukd" 438 0 0 1 NA 245 26 248 24 100 1.79
"3" "kuku" 2103 0 0 1 NA 1260 67 1260 66 100 1.67
"4" "pkd" 981 0 0 1 NA 520 28 522 25 100 1.89
"5" "pku" 2297 0 0 1 NA 1591 84 1596 82 100 1.44
"6" "pp" 18008 0 0 1 NA 5478 113 5479 105 100 3.29
"7" "tdkd" 88 0.1 NA 0.92 NA 65 16 64 17 100 1.35
"8" "tdku" 76 0 0 1 NA 40 11 41 10 100 1.9
"9" "tdp" 1205 0 0 1 NA 697 40 696 44 100 1.73
"10" "tdtd" 231 0.12 NA 0.88 NA 182 44 177 49 100 1.27
"11" "tukd" 111 0.42 NA 0.58 NA 109 15 107 13 100 1.02
"12" "tuku" 1 0.69 NA 0.7 NA 1 1 1 1 100 1
"13" "tup" 583 0.01 NA 0.99 NA 500 37 496 39 100 1.17
"14" "tutd" 123 0.59 NA 0.44 NA 127 18 126 17 100 0.97
"15" "tutu" 4391 0 0 1 NA 3145 119 3141 125 100 1.4
