"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 60 18 57 20 100 3.57
"2" "kukd" 432 0 0 1 NA 235 27 236 24 100 1.84
"3" "kuku" 2049 0 0 1 NA 1210 58 1206 64 100 1.69
"4" "pkd" 963 0 0 1 NA 500 29 494 25 100 1.93
"5" "pku" 2240 0 0 1 NA 1527 79 1526 82 100 1.47
"6" "pp" 17671 0 0 1 NA 5256 116 5258 116 100 3.36
"7" "tdkd" 87 0.11 NA 0.89 NA 65 19 62 17 100 1.34
"8" "tdku" 72 0 0 1 NA 38 8 38 9 100 1.89
"9" "tdp" 1179 0 0 1 NA 670 37 673 40 100 1.76
"10" "tdtd" 229 0.15 NA 0.86 NA 181 52 177 47 100 1.27
"11" "tukd" 107 0.42 NA 0.62 NA 104 16 104 14 100 1.03
"12" "tuku" 1 0.64 NA 0.71 NA 1 2 1 1 100 1
"13" "tup" 566 0 0 1 NA 475 33 478 37 100 1.19
"14" "tutd" 120 0.51 NA 0.5 NA 120 19 120 19 100 1
"15" "tutu" 4171 0 0 1 NA 2986 97 2986 97 100 1.4
