"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 181 0 0 1 NA 44 16 40 15 100 4.11
"2" "kukd" 330 0 0 1 NA 171 24 172 21 100 1.93
"3" "kuku" 1611 0 0 1 NA 877 56 874 55 100 1.84
"4" "pkd" 836 0 0 1 NA 337 26 336 21 100 2.48
"5" "pku" 1768 0 0 1 NA 1087 78 1084 62 100 1.63
"6" "pp" 16104 0 0 1 NA 3206 90 3210 96 100 5.02
"7" "tdkd" 40 0.36 NA 0.68 NA 36 11 35 10 100 1.11
"8" "tdku" 39 0.02 NA 0.98 NA 24 8 24 9 100 1.62
"9" "tdp" 885 0 0 1 NA 385 29 385 19 100 2.3
"10" "tdtd" 99 0.1 NA 0.9 NA 77 19 77 18 100 1.29
"11" "tukd" 57 0.71 NA 0.32 NA 61 11 61 9 100 0.93
"12" "tuku" 1 0.49 NA 0.77 NA 1 1 0 0 100 1
"13" "tup" 329 0 0 1 NA 234 29 237 28 100 1.41
"14" "tutd" 62 0.32 NA 0.7 NA 57 12 58 10 100 1.09
"15" "tutu" 1650 0 0 1 NA 1043 57 1037 55 100 1.58
