"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.0600000000000001 NA 0.94 NA 25 4 25 4 50 1.32
"2" "kukd" 305 0 0 1 NA 200 24 204 24 50 1.52
"3" "kuku" 1719 0 0 1 NA 1137 54 1134 68 50 1.51
"4" "pkd" 538 0 0 1 NA 411 22 410 22 50 1.31
"5" "pku" 2067 0 0 1 NA 1530 82 1534 79 50 1.35
"6" "pp" 6202 0 0 1 NA 4777 95 4762 115 50 1.3
"7" "tdkd" 35 0.42 NA 0.6 NA 34 7 34 7 50 1.03
"8" "tdku" 52 0.02 NA 0.98 NA 36 9 38 9 50 1.44
"9" "tdp" 545 0.14 NA 0.88 NA 520 22 519 26 50 1.05
"10" "tdtd" 44 0.76 NA 0.32 NA 46 6 48 4 50 0.96
"11" "tukd" 102 0.56 NA 0.46 NA 104 11 104 10 50 0.98
"12" "tuku" 1 0.6 NA 0.72 NA 1 2 1 1 50 1
"13" "tup" 541 0.02 NA 0.98 NA 490 27 488 29 50 1.1
"14" "tutd" 114 0.64 NA 0.4 NA 119 19 120 16 50 0.96
"15" "tutu" 4146 0 0 1 NA 3008 118 3016 98 50 1.38
