"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
34 235 1190 425 1692 5020 36 49 553 39 85 478 116 2920 NA
25 202 1207 391 1674 4764 37 30 549 50 118 495 166 2987 2
31 244 1074 409 1413 4843 38 49 500 44 95 463 127 2975 1
27 196 1250 442 1576 4814 29 32 508 40 97 500 95 3052 2
28 211 1068 424 1426 4609 33 32 545 55 107 467 130 3063 1
18 174 1157 396 1470 4684 37 37 530 44 112 474 131 2891 2
24 187 1165 438 1500 4769 29 49 508 50 100 455 161 3109 NA
25 224 1144 421 1638 4842 20 39 524 35 109 509 145 2922 NA
26 226 1152 447 1661 4847 40 32 517 52 107 482 103 2975 5
28 206 1075 396 1538 4869 39 41 564 53 96 498 103 2944 NA
24 206 1193 400 1558 4718 32 31 516 49 101 506 113 3058 NA
37 184 1192 374 1447 4650 33 41 541 50 93 524 114 3099 1
23 222 1127 409 1585 4790 34 20 503 49 91 448 123 2962 3
24 216 1114 419 1596 4710 17 40 543 50 94 468 98 3098 1
30 166 1044 430 1416 4647 34 48 552 48 85 450 98 3158 1
24 204 1200 405 1603 4770 29 31 525 35 127 483 122 2961 NA
21 182 1195 390 1583 4895 43 42 537 48 92 443 126 2990 1
21 197 1102 411 1507 4874 34 43 541 46 94 449 110 3142 NA
26 209 1216 388 1542 4776 42 19 483 57 134 544 120 3213 NA
29 206 1050 465 1497 4906 36 23 550 44 105 508 127 2943 1
31 172 1130 382 1551 4706 34 43 521 42 107 499 122 3288 1
22 241 1193 419 1477 4614 42 41 502 31 126 517 98 3156 1
26 161 1142 419 1591 4833 27 15 551 52 110 526 102 3038 1
19 209 1126 417 1491 4959 31 40 529 48 115 454 134 2980 NA
26 206 1081 394 1508 4667 28 34 515 36 104 486 119 2797 1
36 230 1176 431 1518 4750 28 38 539 52 85 484 130 2952 NA
21 176 1107 399 1401 4802 29 42 474 51 98 489 125 2743 NA
26 210 1132 457 1564 4904 30 27 475 48 89 524 123 2926 1
28 230 1162 410 1560 4710 36 48 540 38 106 499 112 3119 NA
25 219 1174 394 1578 4780 36 46 515 48 105 439 116 2961 NA
29 203 1121 403 1548 4845 42 37 511 45 107 487 150 2746 1
26 184 1135 412 1501 4746 47 51 540 44 122 464 93 3011 3
20 180 1090 410 1533 4670 27 27 533 27 102 506 87 2818 NA
17 175 1081 390 1426 4747 37 33 521 47 89 487 108 2884 NA
21 194 1178 401 1628 4646 33 32 538 45 104 501 121 3052 NA
24 224 1151 426 1669 4756 21 36 514 42 103 539 117 3227 2
19 194 1219 376 1469 4742 34 40 486 49 121 481 111 3037 3
25 183 1080 391 1556 4855 44 53 500 49 101 460 133 3022 7
27 192 1076 404 1371 4711 33 32 494 48 122 491 145 3113 2
27 210 1103 429 1461 4684 42 38 475 47 105 529 105 2870 4
23 201 1122 454 1435 4744 43 50 502 48 93 531 142 3033 1
23 199 1181 385 1479 4923 34 30 530 48 116 518 56 3083 1
20 183 1026 363 1347 4686 29 48 506 39 100 535 122 3081 NA
23 107 1084 413 1540 4839 29 28 506 45 104 479 114 2790 1
29 214 1109 409 1530 4673 41 38 497 46 103 491 137 3050 NA
29 192 1238 395 1689 4760 31 24 528 51 95 493 128 2951 NA
20 207 1181 448 1616 4755 47 26 505 47 106 507 118 3081 NA
27 235 1116 428 1528 4910 35 29 542 47 98 481 107 3057 3
19 218 1156 424 1503 4920 31 28 516 41 93 467 102 2997 3
22 174 1074 397 1535 4737 29 39 513 51 105 487 122 3062 4
