"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 44 18 40 19 100 4.23
"2" "kukd" 314 0 0 1 NA 155 18 153 16 100 2.03
"3" "kuku" 1399 0 0 1 NA 731 40 727 42 100 1.91
"4" "pkd" 734 0 0 1 NA 329 27 328 25 100 2.23
"5" "pku" 1514 0 0 1 NA 904 69 906 46 100 1.67
"6" "pp" 14281 0 0 1 NA 3162 78 3158 82 100 4.52
"7" "tdkd" 73 0.02 NA 0.98 NA 40 13 38 13 100 1.82
"8" "tdku" 46 0 0 1 NA 22 6 22 6 100 2.09
"9" "tdp" 861 0 0 1 NA 390 29 388 29 100 2.21
"10" "tdtd" 168 0 0 1 NA 90 33 87 36 100 1.87
"11" "tukd" 63 0.53 NA 0.53 NA 63 11 63 10 100 1
"12" "tuku" 1 0.5 NA 0.81 NA 1 1 0 1 100 1
"13" "tup" 316 0.01 NA 0.99 NA 259 25 261 19 100 1.22
"14" "tutd" 61 0.54 NA 0.48 NA 61 13 62 10 100 1
"15" "tutu" 2400 0 0 1 NA 1551 62 1552 74 100 1.55
