"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 48 17 45 16 100 3.88
"2" "kukd" 329 0 0 1 NA 162 23 162 21 100 2.03
"3" "kuku" 1477 0 0 1 NA 777 49 770 42 100 1.9
"4" "pkd" 762 0 0 1 NA 348 26 344 25 100 2.19
"5" "pku" 1598 0 0 1 NA 975 63 974 62 100 1.64
"6" "pp" 14731 0 0 1 NA 3417 87 3416 87 100 4.31
"7" "tdkd" 73 0.08 NA 0.94 NA 45 17 42 12 100 1.62
"8" "tdku" 51 0 0 1 NA 24 8 24 9 100 2.12
"9" "tdp" 920 0 0 1 NA 426 29 426 29 100 2.16
"10" "tdtd" 170 0.05 NA 0.95 NA 107 34 102 35 100 1.59
"11" "tukd" 71 0.37 NA 0.65 NA 68 11 67 10 100 1.04
"12" "tuku" 1 0.46 NA 0.81 NA 1 1 0 0 100 1
"13" "tup" 345 0.01 NA 0.99 NA 282 24 281 25 100 1.22
"14" "tutd" 67 0.61 NA 0.43 NA 69 12 70 12 100 0.97
"15" "tutu" 2593 0 0 1 NA 1694 73 1702 69 100 1.53
