"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 24 13 20 10 100 5.67
"2" "kukd" 191 0 0 1 NA 73 12 73 10 100 2.62
"3" "kuku" 789 0 0 1 NA 320 26 321 27 100 2.47
"4" "pkd" 416 0 0 1 NA 159 20 159 13 100 2.62
"5" "pku" 870 0 0 1 NA 390 43 390 28 100 2.23
"6" "pp" 10342 0 0 1 NA 1437 49 1443 59 100 7.2
"7" "tdkd" 33 0.11 NA 0.92 NA 18 11 16 7 100 1.83
"8" "tdku" 25 0 0 1 NA 8 4 8 3 100 3.12
"9" "tdp" 578 0 0 1 NA 156 17 155 15 100 3.71
"10" "tdtd" 124 0 0 1 NA 30 14 28 10 100 4.13
"11" "tukd" 32 0.37 NA 0.67 NA 29 8 29 6 100 1.1
"12" "tuku" 0 1 NA 0.75 NA 0 1 0 0 100 NA
"13" "tup" 70 0.96 NA 0.04 NA 106 18 107 16 100 0.66
"14" "tutd" 29 0.17 NA 0.88 NA 23 6 23 6 100 1.26
"15" "tutu" 1135 0 0 1 NA 602 33 601 36 100 1.89
