"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 181 0 0 1 NA 46 16 45 15 100 3.93
"2" "kukd" 330 0 0 1 NA 170 25 174 21 100 1.94
"3" "kuku" 1611 0 0 1 NA 868 43 868 47 100 1.86
"4" "pkd" 836 0 0 1 NA 336 24 335 23 100 2.49
"5" "pku" 1768 0 0 1 NA 1075 60 1070 64 100 1.64
"6" "pp" 16104 0 0 1 NA 3190 86 3200 90 100 5.05
"7" "tdkd" 40 0.36 NA 0.67 NA 37 13 36 10 100 1.08
"8" "tdku" 39 0.05 NA 0.95 NA 23 9 22 10 100 1.7
"9" "tdp" 885 0 0 1 NA 396 29 390 27 100 2.23
"10" "tdtd" 99 0.19 NA 0.83 NA 80 21 80 19 100 1.24
"11" "tukd" 57 0.66 NA 0.39 NA 60 11 60 10 100 0.95
"12" "tuku" 1 0.56 NA 0.75 NA 1 1 1 1 100 1
"13" "tup" 329 0 0 1 NA 234 21 236 21 100 1.41
"14" "tutd" 62 0.4 NA 0.67 NA 58 12 58 10 100 1.07
"15" "tutu" 1650 0 0 1 NA 1051 57 1050 64 100 1.57
