"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
11 85 436 170 501 3571 20 9 276 35 14 108 23 900 NA
27 78 400 181 445 3633 15 19 263 58 25 127 30 847 NA
18 108 429 203 490 3753 26 20 354 50 24 119 28 836 1
39 73 374 207 401 3559 25 13 212 79 26 107 26 916 NA
20 86 426 200 440 3546 18 13 217 51 26 125 23 911 1
29 96 441 159 489 3596 21 10 229 34 15 117 27 838 NA
29 95 458 209 485 3890 21 17 307 60 18 135 29 853 1
18 77 429 181 481 3720 30 17 298 75 19 123 25 853 NA
35 83 458 178 488 3635 14 16 213 48 20 123 25 854 1
15 32 363 175 415 3585 13 10 282 52 15 105 30 847 1
14 87 411 167 473 3731 19 7 204 31 20 70 20 816 NA
17 74 393 169 419 3525 19 7 265 31 12 118 27 854 NA
76 112 462 251 477 3868 34 18 291 19 27 113 23 869 NA
27 81 415 175 449 3828 21 10 224 20 20 125 24 884 NA
31 85 362 205 424 3625 17 11 242 105 21 120 22 935 NA
72 111 447 218 521 3831 21 26 282 80 20 125 9 910 1
68 97 401 191 468 3602 22 13 229 36 18 112 19 873 NA
36 109 438 193 470 3514 20 12 258 73 20 109 17 891 NA
47 82 420 214 440 3716 15 17 261 42 27 50 18 861 NA
19 91 424 211 469 3999 10 13 210 37 26 117 25 849 NA
43 84 441 210 458 3543 17 12 244 62 21 108 27 870 NA
89 93 407 203 432 3622 9 10 295 97 14 127 36 839 NA
19 90 415 205 440 3895 21 13 263 59 28 120 25 902 NA
43 102 445 181 461 3273 40 26 237 31 27 129 29 852 NA
61 104 435 199 479 3252 10 13 253 57 29 131 27 879 NA
5 34 444 173 480 3628 11 17 267 32 24 60 11 874 NA
41 97 418 210 459 3578 31 15 228 30 22 111 21 893 NA
26 77 397 180 437 3827 24 15 243 19 23 121 31 894 NA
41 99 458 216 512 3716 21 10 237 52 29 118 28 903 NA
77 95 419 234 457 3981 10 13 261 38 21 111 24 912 NA
39 78 425 172 475 3536 19 8 240 45 16 109 24 862 NA
65 86 417 182 454 3548 21 14 198 13 16 114 26 897 1
30 75 391 143 421 3531 30 11 202 38 12 112 24 885 1
75 96 439 208 473 3457 14 16 210 15 24 113 24 894 NA
50 97 427 214 463 3627 4 18 225 54 29 124 27 869 1
50 81 430 240 482 3733 16 24 228 105 22 120 23 915 NA
13 92 454 165 488 3548 12 13 173 41 18 110 24 882 NA
20 91 439 201 447 3444 20 12 277 21 18 108 32 892 NA
22 84 414 196 468 3632 25 20 252 24 26 113 24 908 NA
18 100 398 248 440 3583 8 11 252 51 19 134 12 893 NA
65 92 419 186 459 3745 24 6 270 34 25 133 24 872 NA
80 80 439 213 453 3355 26 12 182 13 14 96 17 878 NA
63 80 447 231 507 3757 20 21 286 82 22 134 25 840 NA
45 117 429 231 470 3665 10 18 241 26 21 60 24 883 NA
43 91 429 203 473 3723 13 21 318 61 22 119 28 866 NA
78 95 446 200 516 3666 25 26 284 40 17 111 26 932 NA
59 94 459 200 527 3531 14 11 276 38 30 115 10 917 NA
64 120 502 246 516 3876 11 21 233 33 16 107 23 929 1
50 98 442 120 477 4085 18 11 186 38 26 127 26 878 NA
8 77 405 165 240 3629 19 5 292 40 24 115 22 891 NA
8 79 409 170 449 3768 19 15 265 53 15 117 29 924 NA
15 93 435 162 479 3692 21 13 180 8 25 94 13 894 1
84 87 435 234 478 3614 17 11 306 107 29 119 10 893 1
48 68 413 143 469 3727 15 14 298 69 29 112 14 861 1
42 94 374 197 424 3808 14 14 313 18 22 114 22 863 1
46 88 421 200 468 3552 9 17 250 30 19 107 17 904 1
74 94 408 217 481 3757 19 17 247 15 21 117 23 854 NA
38 97 434 204 467 3568 21 16 253 52 16 129 31 860 NA
34 80 412 203 475 3750 10 15 258 39 23 123 23 859 NA
18 83 420 218 432 3805 23 14 213 27 27 112 20 872 NA
136 125 450 274 520 3381 29 23 196 82 22 109 24 838 1
11 87 443 181 476 3805 32 21 225 81 23 107 22 867 NA
37 83 405 172 428 3559 22 17 256 31 22 111 22 852 NA
28 110 421 208 440 3690 3 7 267 53 30 120 23 854 NA
80 99 401 235 448 3892 24 10 219 6 18 111 25 890 NA
84 87 405 211 448 3761 3 16 251 25 17 52 25 848 NA
54 90 412 216 460 3497 28 13 214 44 16 104 23 903 1
76 90 396 224 458 3827 31 19 286 19 25 135 30 904 NA
18 71 446 157 473 3725 23 18 222 52 23 131 23 922 NA
NA 70 408 150 436 3557 4 20 194 10 24 114 27 910 NA
67 89 402 206 453 3606 37 19 229 73 28 118 27 888 NA
75 96 414 198 456 3802 6 15 268 37 14 98 22 878 NA
81 80 402 213 434 3807 12 13 249 103 21 110 16 918 NA
51 114 439 213 484 3801 19 22 213 34 25 94 27 872 NA
24 71 421 175 241 3699 21 15 269 86 18 58 28 852 NA
35 69 385 172 439 3530 11 14 236 63 20 102 26 852 NA
42 80 422 208 503 3576 21 18 232 18 20 120 28 924 NA
16 83 422 156 465 3562 7 7 229 44 25 123 29 907 NA
63 80 419 187 449 3566 28 14 233 39 21 118 22 913 NA
71 114 409 239 479 3598 8 21 212 66 20 108 28 887 NA
50 46 428 206 245 3813 23 17 187 78 21 103 30 908 NA
14 94 450 198 514 3836 17 24 250 82 18 117 26 910 NA
81 81 373 209 410 3770 10 9 241 65 24 117 23 859 1
39 84 427 230 434 3901 23 14 177 12 24 103 23 871 NA
24 111 443 166 477 3901 11 9 247 19 24 118 29 853 NA
30 93 431 209 454 3869 7 8 197 58 28 129 20 878 NA
83 86 422 231 468 3823 24 11 235 114 11 108 24 895 NA
64 99 431 204 497 3560 19 9 240 81 17 117 22 886 NA
72 104 436 195 495 3607 29 24 206 56 23 128 26 890 1
45 86 414 197 437 3498 23 11 273 26 17 119 25 871 NA
58 98 453 187 495 3775 31 23 213 50 28 126 39 926 NA
55 98 410 200 458 3727 12 12 206 18 27 115 17 876 NA
26 88 413 186 468 3590 37 17 242 26 28 128 9 888 1
5 80 421 186 469 3720 16 15 260 45 22 117 26 864 1
7 82 423 164 463 3498 1 13 184 63 17 120 18 876 NA
51 75 388 186 434 3647 12 10 236 47 19 125 11 851 NA
47 114 454 221 506 3643 18 19 210 108 23 135 26 911 NA
23 87 443 151 486 3595 12 14 229 76 20 116 20 916 NA
20 40 402 161 438 3592 24 20 202 29 19 108 24 893 NA
60 90 436 179 472 3352 36 15 222 101 27 114 24 908 NA
