"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 20 11 19 10 100 6.8
"2" "kukd" 159 0 0 1 NA 56 11 56 11 100 2.84
"3" "kuku" 677 0 0 1 NA 243 20 242 21 100 2.79
"4" "pkd" 345 0 0 1 NA 119 15 117 15 100 2.9
"5" "pku" 742 0 0 1 NA 303 23 301 25 100 2.45
"6" "pp" 9190 0 0 1 NA 1102 40 1097 41 100 8.34
"7" "tdkd" 27 0.0600000000000001 NA 0.94 NA 12 8 11 6 100 2.25
"8" "tdku" 23 0 0 1 NA 6 3 6 3 100 3.83
"9" "tdp" 538 0 0 1 NA 114 14 113 13 100 4.72
"10" "tdtd" 100 0 0 1 NA 21 17 16 12 100 4.76
"11" "tukd" 23 0.38 NA 0.66 NA 20 7 20 7 100 1.15
"12" "tuku" 0 1 NA 0.85 NA 0 0 0 0 100 NA
"13" "tup" 107 0.04 NA 0.97 NA 79 14 80 12 100 1.35
"14" "tutd" 22 0.16 NA 0.93 NA 16 5 16 6 100 1.38
"15" "tutu" 915 0 0 1 NA 457 32 454 31 100 2
