"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"kd" "kd" 30 NA 12 9 NA NA
"ku" "kd" 184 2 14 8 1 NA
"ku" "ku" 1300 8 13 13 1 4
"p" "kd" 493 1 6 36 NA NA
"p" "ku" 1438 3 1 19 1 1
"p" "p" 5393 2 3 140 2 8
"td" "kd" 81 NA 6 NA NA NA
"td" "ku" 33 NA NA 1 1 NA
"td" "p" 683 NA 1 2 43 NA
"td" "td" 133 NA NA 7 NA NA
"tu" "kd" 110 NA 1 5 NA NA
"tu" "p" 446 NA NA 6 3 NA
"tu" "td" 98 NA NA NA NA 5
"tu" "tu" 3301 NA NA 18 NA 4
"kd" "kd" 43 11 16 NA NA NA
"ku" "kd" 242 3 20 16 NA NA
"ku" "ku" 1330 7 14 13 1 2
"p" "kd" 492 11 28 30 1 NA
"p" "ku" 1527 8 3 15 1 2
"p" "p" 5349 12 12 134 4 4
"td" "kd" 87 NA 3 2 7 NA
"td" "ku" 31 NA NA 1 1 1
"td" "p" 603 NA NA 1 19 NA
"td" "td" 147 NA NA NA 6 5
"tu" "kd" 94 NA 2 3 NA NA
"tu" "ku" 7 NA NA NA NA NA
"tu" "p" 504 NA NA 2 NA 2
"tu" "td" 109 NA NA NA NA 4
"tu" "tu" 3093 1 NA 10 1 3
"kd" "kd" 41 NA 9 NA NA NA
"ku" "kd" 193 2 19 11 NA NA
"ku" "ku" 1145 6 16 7 3 NA
"p" "kd" 496 3 12 30 NA NA
"p" "ku" 1609 9 8 16 1 3
"p" "p" 5355 4 14 99 2 1
"td" "kd" 54 NA NA NA NA NA
"td" "ku" 62 NA NA 1 2 NA
"td" "p" 647 NA NA 6 6 3
"td" "td" 124 NA NA 21 44 1
"tu" "kd" 124 NA 2 7 NA NA
"tu" "p" 480 1 2 3 1 NA
"tu" "td" 108 NA NA NA NA 10
"tu" "tu" 3095 NA 2 7 3 11
"kd" "kd" 39 8 12 2 NA NA
"ku" "kd" 196 8 36 5 1 NA
"ku" "ku" 1153 22 15 11 1 2
"p" "kd" 498 5 37 16 NA NA
"p" "ku" 1542 5 7 11 1 3
"p" "p" 5587 13 24 97 2 2
"td" "kd" 45 NA 1 NA 1 NA
"td" "ku" 35 NA NA NA 3 NA
"td" "p" 666 NA NA 5 34 1
"td" "td" 141 NA NA NA 1 1
"tu" "kd" 124 NA 5 NA NA NA
"tu" "p" 528 NA NA 2 NA NA
"tu" "td" 117 NA NA 1 NA 3
"tu" "tu" 3233 NA NA 8 2 3
"kd" "kd" 30 10 12 1 NA NA
"ku" "kd" 224 7 16 3 NA NA
"ku" "ku" 1214 12 10 9 2 4
"p" "kd" 469 5 21 18 NA NA
"p" "ku" 1671 4 4 11 NA 3
"p" "p" 5335 6 9 112 2 2
"td" "kd" 74 NA 3 NA 1 NA
"td" "ku" 37 NA NA NA 2 NA
"td" "p" 665 NA 3 1 22 NA
"td" "td" 210 NA NA NA 2 NA
"tu" "kd" 105 NA NA NA NA NA
"tu" "p" 511 NA 1 7 NA 1
"tu" "td" 112 NA NA NA NA 5
"tu" "tu" 2988 NA 1 13 1 2
"kd" "kd" 44 4 NA NA NA NA
"ku" "kd" 200 2 11 8 NA NA
"ku" "ku" 1333 11 7 16 NA NA
"p" "kd" 453 1 17 16 NA NA
"p" "ku" 1606 2 3 14 NA 3
"p" "p" 5339 5 3 128 NA 2
"td" "kd" 71 NA 1 7 3 NA
"td" "ku" 48 NA NA NA 1 NA
"td" "p" 645 NA 2 5 29 NA
"td" "td" 212 NA NA NA NA NA
"tu" "kd" 105 1 3 1 NA NA
"tu" "p" 504 NA NA 2 1 NA
"tu" "td" 123 NA NA NA NA 13
"tu" "tu" 3310 1 2 9 1 6
"kd" "kd" 39 2 30 NA NA NA
"ku" "kd" 198 2 25 5 NA NA
"ku" "ku" 1117 4 14 9 NA 3
"p" "kd" 447 8 27 22 NA NA
"p" "ku" 1348 8 7 10 NA 4
"p" "p" 5016 5 20 90 5 NA
"td" "kd" 48 NA NA NA 1 NA
"td" "ku" 32 NA NA NA 2 NA
"td" "p" 670 NA NA 10 65 NA
"td" "td" 136 NA NA 13 3 NA
"tu" "kd" 107 NA 2 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 489 NA NA 1 NA 1
"tu" "td" 104 NA NA NA NA 14
"tu" "tu" 3300 NA 2 11 5 7
"kd" "kd" 36 12 10 NA NA NA
"ku" "kd" 226 2 39 13 1 NA
"ku" "ku" 1232 15 19 7 2 1
"p" "kd" 462 3 31 16 NA NA
"p" "ku" 1550 5 9 20 1 2
"p" "p" 5298 6 20 106 9 1
