"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 62 19 59 20 100 3.45
"2" "kukd" 432 0 0 1 NA 230 34 230 28 100 1.88
"3" "kuku" 2049 0 0 1 NA 1195 66 1186 65 100 1.71
"4" "pkd" 963 0 0 1 NA 505 30 504 30 100 1.91
"5" "pku" 2240 0 0 1 NA 1510 78 1504 76 100 1.48
"6" "pp" 17671 0 0 1 NA 5275 113 5269 96 100 3.35
"7" "tdkd" 87 0.1 NA 0.91 NA 64 15 63 16 100 1.36
"8" "tdku" 72 0 0 1 NA 38 8 37 9 100 1.89
"9" "tdp" 1179 0 0 1 NA 669 36 672 32 100 1.76
"10" "tdtd" 229 0.12 NA 0.88 NA 179 44 178 42 100 1.28
"11" "tukd" 107 0.48 NA 0.54 NA 105 13 106 12 100 1.02
"12" "tuku" 1 0.62 NA 0.65 NA 1 2 1 1 100 1
"13" "tup" 566 0.01 NA 0.99 NA 471 46 478 33 100 1.2
"14" "tutd" 120 0.53 NA 0.49 NA 121 17 121 18 100 0.99
"15" "tutu" 4171 0 0 1 NA 2977 90 2983 86 100 1.4
