"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 109 0 0 1 NA 11 9 8 8 100 9.91
"2" "kukd" 78 0 0 1 NA 21 7 21 7 100 3.71
"3" "kuku" 296 0 0 1 NA 81 11 80 10 100 3.65
"4" "pkd" 177 0 0 1 NA 43 10 44 9 100 4.12
"5" "pku" 320 0 0 1 NA 95 16 96 14 100 3.37
"6" "pp" 5271 0 0 1 NA 370 19 368 14 100 14.25
"7" "tdkd" 7 0.15 NA 0.91 NA 4 5 3 3 100 1.75
"8" "tdku" 7 0 0 1 NA 2 1 1 1 100 3.5
"9" "tdp" 262 0 0 1 NA 32 8 31 7 100 8.19
"10" "tdtd" 86 0 0 1 NA 8 12 4 4 100 10.75
"11" "tukd" 5 0.86 NA 0.19 NA 8 3 8 3 100 0.62
"12" "tuku" 0 1 NA 0.9 NA 0 0 0 0 100 NA
"13" "tup" 40 0.04 NA 0.96 NA 25 7 25 6 100 1.6
"14" "tutd" 6 0.21 NA 0.85 NA 4 2 3 3 100 1.5
"15" "tutu" 349 0 0 1 NA 148 13 147 12 100 2.36
