"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
"1" 38 244 1135 443 1525 4688 79 31 626 149 100 3 497 84 2600
"2" 80 222 1155 442 1434 4914 54 50 621 140 79 1 411 112 2753
"3" 56 208 1031 494 1376 4859 31 32 637 140 88 3 418 104 2660
"4" 24 182 1124 475 1383 4756 78 40 643 189 91 2 452 113 2697
"5" 131 219 1157 534 1469 4794 73 49 625 151 103 NA 467 108 2717
"6" 47 208 1162 451 1498 4842 34 28 642 220 101 1 449 105 2872
"7" 49 233 1221 459 1370 4700 84 40 639 149 116 1 390 57 2750
"8" 40 220 1167 472 1539 4785 51 27 632 168 102 1 420 135 2828
"9" 27 189 1134 433 1520 4878 43 36 650 107 86 NA 408 55 2640
"10" 50 255 1184 506 1360 4695 14 39 661 136 92 1 409 101 2468
"11" 26 227 985 469 1340 4915 49 32 625 178 73 4 427 118 2679
"12" 53 174 1145 447 1395 4745 71 23 627 183 108 2 425 94 2646
"13" 22 214 1006 422 1299 4627 47 31 619 170 101 NA 402 124 2642
"14" 41 184 1055 467 1329 4772 40 43 589 210 106 NA 403 115 2724
"15" 65 226 1085 536 1397 4818 51 38 653 166 106 3 441 130 2708
"16" 57 248 1201 450 1421 4819 74 36 595 130 39 2 387 87 2701
"17" 35 198 1160 500 1445 4885 63 24 549 118 102 NA 467 119 2940
"18" 45 228 1099 453 1323 4944 44 33 640 115 81 1 407 140 2768
"19" 126 223 1056 531 1425 4792 47 33 616 176 90 1 439 98 2730
"20" 48 217 1061 413 1238 4791 37 39 594 191 96 4 420 113 2650
"21" 64 231 1143 472 1466 4992 47 33 607 169 96 1 440 121 2649
"22" 65 212 1143 484 1324 4833 41 53 591 173 109 1 419 102 2608
"23" 42 196 1058 417 1401 4613 50 23 578 151 90 3 453 122 2582
"24" 100 203 1096 474 1379 5006 54 27 618 300 99 2 428 116 2794
"25" 62 182 1085 461 1328 4776 53 43 632 149 126 NA 421 92 2656
"26" 66 241 1166 434 1283 4846 83 25 578 191 118 NA 443 79 2657
"27" 58 174 1138 424 1342 4788 41 33 683 103 96 1 468 99 2737
"28" 77 197 1206 423 1481 4716 55 46 577 174 132 1 481 114 2666
"29" 60 224 1154 509 1360 4646 70 44 619 172 113 2 441 154 2693
"30" 74 277 1082 510 1438 4910 57 42 644 199 86 1 419 93 2739
"31" 47 210 1184 453 1304 4797 53 40 573 176 114 1 404 93 2680
"32" 62 262 1184 450 1466 4639 35 36 624 81 84 NA 372 110 2489
"33" 64 210 1242 465 1364 4809 44 30 612 125 109 NA 407 137 2690
"34" 29 248 1174 459 1345 4765 89 41 660 185 115 7 399 80 2646
"35" 62 187 1090 494 1493 4800 53 25 608 107 89 1 443 127 2509
"36" 64 247 1096 467 1469 4954 75 28 621 130 121 NA 486 98 2524
"37" 36 97 1079 502 1392 4891 43 48 592 121 79 1 477 99 2570
"38" 68 223 1099 396 1355 4685 74 29 591 173 89 1 431 134 2659
"39" 66 273 1144 464 1386 4707 54 35 649 144 82 3 461 122 2607
"40" 96 230 1074 491 1526 4958 62 47 645 167 91 7 398 99 2794
"41" 60 200 1026 471 1342 4908 83 14 652 151 82 NA 455 88 2540
"42" 40 228 1105 504 1347 4842 47 22 574 183 119 1 456 126 2677
"43" 51 223 1124 472 1426 4911 59 39 565 114 91 NA 433 91 2813
"44" 62 246 1208 428 1421 4800 63 40 631 219 129 1 437 124 2602
"45" 53 238 1021 479 1242 4769 105 47 603 119 86 NA 419 97 2791
"46" 28 198 1117 441 1413 4878 85 40 634 116 101 2 451 88 2559
"47" 52 221 1164 425 1437 4787 63 12 611 173 110 1 459 103 2658
"48" 35 111 1179 460 1336 4761 45 29 599 175 84 3 422 100 2679
"49" 37 196 1089 524 1464 4830 72 36 693 161 96 NA 493 129 2649
"50" 48 111 1185 514 1434 4975 69 40 571 180 87 2 405 107 2564
"51" 38 190 1053 414 1355 4662 24 47 588 144 77 6 447 91 2747
"52" 62 208 1097 451 1319 5107 74 37 644 140 100 1 406 115 2613
