"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 15 0.07 NA 0.96 NA 9 3 9 3 100 1.67
"2" "kukd" 104 0 0 1 NA 70 11 69 10 100 1.49
"3" "kuku" 613 0 0 1 NA 400 33 398 35 100 1.53
"4" "pkd" 187 0 0 1 NA 129 12 129 13 100 1.45
"5" "pku" 722 0 0 1 NA 503 41 501 42 100 1.44
"6" "pp" 1764 0 0 1 NA 1365 50 1366 43 100 1.29
"7" "tdkd" 16 0.53 NA 0.49 NA 16 5 17 6 100 1
"8" "tdku" 39 0.02 NA 0.99 NA 20 8 19 7 100 1.95
"9" "tdp" 298 0 0 1 NA 255 27 258 15 100 1.17
"10" "tdtd" 21 0.9 NA 0.12 NA 27 5 26 5 100 0.78
"11" "tukd" 26 0.66 NA 0.39 NA 28 7 28 7 100 0.93
"12" "tuku" 0 1 NA 0.63 NA 1 1 0 0 100 0
"13" "tup" 177 0.0600000000000001 NA 0.95 NA 143 22 141 24 100 1.24
"14" "tutd" 62 0.39 NA 0.67 NA 58 13 58 12 100 1.07
"15" "tutu" 1075 0 0 1 NA 773 49 774 46 100 1.39
