"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 53 20 48 20 100 3.79
"2" "kukd" 389 0 0 1 NA 199 26 200 22 100 1.95
"3" "kuku" 1804 0 0 1 NA 1012 53 1018 61 100 1.78
"4" "pkd" 878 0 0 1 NA 429 40 434 27 100 2.05
"5" "pku" 1954 0 0 1 NA 1251 122 1248 94 100 1.56
"6" "pp" 16317 0 0 1 NA 4359 99 4356 97 100 3.74
"7" "tdkd" 79 0.07 NA 0.93 NA 52 16 52 12 100 1.52
"8" "tdku" 62 0 0 1 NA 31 10 30 10 100 2
"9" "tdp" 1056 0 0 1 NA 555 37 554 39 100 1.9
"10" "tdtd" 218 0.03 NA 0.97 NA 148 37 145 37 100 1.47
"11" "tukd" 93 0.33 NA 0.68 NA 87 13 89 13 100 1.07
"12" "tuku" 1 0.59 NA 0.8 NA 1 1 1 1 100 1
"13" "tup" 460 0 0 1 NA 377 44 376 27 100 1.22
"14" "tutd" 94 0.68 NA 0.37 NA 99 16 101 16 100 0.95
"15" "tutu" 3387 0 0 1 NA 2334 88 2340 99 100 1.45
