"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.0600000000000001 NA 0.96 NA 24 5 24 5 50 1.38
"2" "kukd" 305 0 0 1 NA 200 23 200 22 50 1.52
"3" "kuku" 1719 0 0 1 NA 1132 64 1132 63 50 1.52
"4" "pkd" 538 0 0 1 NA 414 20 416 21 50 1.3
"5" "pku" 2067 0 0 1 NA 1524 147 1520 116 50 1.36
"6" "pp" 6202 0 0 1 NA 4772 90 4780 105 50 1.3
"7" "tdkd" 35 0.3 NA 0.76 NA 31 7 31 6 50 1.13
"8" "tdku" 52 0.04 NA 0.96 NA 38 8 37 7 50 1.37
"9" "tdp" 545 0.16 NA 0.84 NA 524 22 525 24 50 1.04
"10" "tdtd" 44 0.66 NA 0.38 NA 45 6 45 6 50 0.98
"11" "tukd" 102 0.62 NA 0.4 NA 105 12 106 10 50 0.97
"12" "tuku" 1 0.72 NA 0.7 NA 1 1 1 1 50 1
"13" "tup" 541 0.0600000000000001 NA 0.96 NA 498 30 500 32 50 1.09
"14" "tutd" 114 0.72 NA 0.36 NA 121 17 118 10 50 0.94
"15" "tutu" 4146 0 0 1 NA 3043 88 3038 100 50 1.36
