"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 49 15 50 16 100 4.1
"2" "kukd" 389 0 0 1 NA 203 21 203 21 100 1.92
"3" "kuku" 1804 0 0 1 NA 1007 59 1000 49 100 1.79
"4" "pkd" 878 0 0 1 NA 434 30 433 24 100 2.02
"5" "pku" 1954 0 0 1 NA 1267 74 1266 77 100 1.54
"6" "pp" 16317 0 0 1 NA 4374 103 4381 99 100 3.73
"7" "tdkd" 79 0.08 NA 0.94 NA 55 16 54 16 100 1.44
"8" "tdku" 62 0 0 1 NA 32 9 32 7 100 1.94
"9" "tdp" 1056 0 0 1 NA 564 31 560 27 100 1.87
"10" "tdtd" 218 0.08 NA 0.92 NA 151 43 148 42 100 1.44
"11" "tukd" 93 0.46 NA 0.57 NA 91 15 90 15 100 1.02
"12" "tuku" 1 0.56 NA 0.82 NA 1 1 1 1 100 1
"13" "tup" 460 0.01 NA 0.99 NA 379 30 380 31 100 1.21
"14" "tutd" 94 0.59 NA 0.44 NA 96 15 96 15 100 0.98
"15" "tutu" 3387 0 0 1 NA 2341 88 2345 92 100 1.45
