"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 35 16 30 16 100 5.14
"2" "kukd" 250 0 0 1 NA 118 18 118 16 100 2.12
"3" "kuku" 1096 0 0 1 NA 543 38 544 36 100 2.02
"4" "pkd" 604 0 0 1 NA 248 23 247 22 100 2.44
"5" "pku" 1185 0 0 1 NA 671 46 672 52 100 1.77
"6" "pp" 12534 0 0 1 NA 2331 76 2334 81 100 5.38
"7" "tdkd" 44 0.09 NA 0.93 NA 28 10 27 9 100 1.57
"8" "tdku" 35 0 0 1 NA 14 6 14 7 100 2.5
"9" "tdp" 703 0 0 1 NA 268 22 268 24 100 2.62
"10" "tdtd" 142 0.01 NA 0.99 NA 63 29 60 29 100 2.25
"11" "tukd" 49 0.43 NA 0.61 NA 47 10 46 9 100 1.04
"12" "tuku" 0 1 NA 0.62 NA 1 1 0 0 100 0
"13" "tup" 235 0.01 NA 0.99 NA 187 20 186 13 100 1.26
"14" "tutd" 48 0.33 NA 0.73 NA 42 9 43 9 100 1.14
"15" "tutu" 1805 0 0 1 NA 1080 51 1074 53 100 1.67
