"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 25 13 24 13 100 5.44
"2" "kukd" 191 0 0 1 NA 74 13 74 10 100 2.58
"3" "kuku" 789 0 0 1 NA 318 21 319 19 100 2.48
"4" "pkd" 416 0 0 1 NA 159 16 158 18 100 2.62
"5" "pku" 870 0 0 1 NA 393 43 392 36 100 2.21
"6" "pp" 10342 0 0 1 NA 1435 49 1436 49 100 7.21
"7" "tdkd" 33 0.07 NA 0.95 NA 16 9 14 9 100 2.06
"8" "tdku" 25 0.01 NA 1 NA 9 4 8 4 100 2.78
"9" "tdp" 578 0 0 1 NA 154 17 154 18 100 3.75
"10" "tdtd" 124 0 0 1 NA 31 19 27 18 100 4
"11" "tukd" 32 0.31 NA 0.72 NA 28 7 29 7 100 1.14
"12" "tuku" 0 1 NA 0.74 NA 0 1 0 0 100 NA
"13" "tup" 70 0.99 NA 0.01 NA 106 14 106 16 100 0.66
"14" "tutd" 29 0.15 NA 0.89 NA 23 6 23 5 100 1.26
"15" "tutu" 1135 0 0 1 NA 601 34 604 36 100 1.89
