"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 135 0 0 1 NA 15 11 14 11 100 9
"2" "kukd" 126 0 0 1 NA 39 9 40 9 100 3.23
"3" "kuku" 489 0 0 1 NA 163 18 164 18 100 3
"4" "pkd" 291 0 0 1 NA 85 13 86 13 100 3.42
"5" "pku" 530 0 0 1 NA 199 24 199 21 100 2.66
"6" "pp" 7762 0 0 1 NA 754 32 754 33 100 10.29
"7" "tdkd" 11 0.17 NA 0.86 NA 7 5 6 3 100 1.57
"8" "tdku" 13 0 0 1 NA 3 2 3 3 100 4.33
"9" "tdp" 450 0 0 1 NA 68 9 66 7 100 6.62
"10" "tdtd" 98 0 0 1 NA 12 11 8 8 100 8.17
"11" "tukd" 15 0.47 NA 0.67 NA 14 5 14 4 100 1.07
"12" "tuku" 0 1 NA 0.84 NA 0 1 0 0 100 NA
"13" "tup" 75 0 0 1 NA 51 10 52 8 100 1.47
"14" "tutd" 13 0.23 NA 0.8 NA 10 4 9 4 100 1.3
"15" "tutu" 636 0 0 1 NA 303 20 302 19 100 2.1
