"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 109 0 0 1 NA 9 8 7 7 100 12.11
"2" "kukd" 78 0 0 1 NA 21 7 21 6 100 3.71
"3" "kuku" 296 0 0 1 NA 82 10 81 9 100 3.61
"4" "pkd" 177 0 0 1 NA 45 9 44 10 100 3.93
"5" "pku" 320 0 0 1 NA 97 14 97 12 100 3.3
"6" "pp" 5271 0 0 1 NA 367 23 366 24 100 14.36
"7" "tdkd" 7 0.13 NA 0.89 NA 3 4 2 3 100 2.33
"8" "tdku" 7 0 0 1 NA 1 1 1 1 100 7
"9" "tdp" 262 0 0 1 NA 31 7 31 7 100 8.45
"10" "tdtd" 86 0 0 1 NA 6 8 2 3 100 14.33
"11" "tukd" 5 0.77 NA 0.33 NA 7 3 7 3 100 0.71
"12" "tuku" 0 1 NA 0.97 NA 0 0 0 0 100 NA
"13" "tup" 40 0.03 NA 0.98 NA 26 7 26 6 100 1.54
"14" "tutd" 6 0.3 NA 0.84 NA 4 3 4 3 100 1.5
"15" "tutu" 349 0 0 1 NA 150 14 151 10 100 2.33
