"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 57 19 56 21 100 3.67
"2" "kukd" 414 0 0 1 NA 216 27 219 26 100 1.92
"3" "kuku" 1935 0 0 1 NA 1099 55 1099 59 100 1.76
"4" "pkd" 924 0 0 1 NA 466 31 469 31 100 1.98
"5" "pku" 2103 0 0 1 NA 1386 75 1386 78 100 1.52
"6" "pp" 17027 0 0 1 NA 4827 96 4834 107 100 3.53
"7" "tdkd" 84 0.08 NA 0.92 NA 62 15 60 16 100 1.35
"8" "tdku" 70 0 0 1 NA 35 9 34 8 100 2
"9" "tdp" 1111 0 0 1 NA 623 38 623 39 100 1.78
"10" "tdtd" 223 0.08 NA 0.93 NA 164 41 162 39 100 1.36
"11" "tukd" 102 0.35 NA 0.68 NA 97 16 98 12 100 1.05
"12" "tuku" 1 0.57 NA 0.77 NA 1 2 1 1 100 1
"13" "tup" 521 0.01 NA 0.99 NA 425 49 430 35 100 1.23
"14" "tutd" 110 0.52 NA 0.53 NA 109 19 110 19 100 1.01
"15" "tutu" 3800 0 0 1 NA 2674 108 2664 99 100 1.42
