"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 64 22 62 21 100 3.34
"2" "kukd" 432 0 0 1 NA 233 30 233 19 100 1.85
"3" "kuku" 2049 0 0 1 NA 1195 66 1191 65 100 1.71
"4" "pkd" 963 0 0 1 NA 500 38 502 30 100 1.93
"5" "pku" 2240 0 0 1 NA 1501 111 1504 71 100 1.49
"6" "pp" 17671 0 0 1 NA 5276 123 5272 124 100 3.35
"7" "tdkd" 87 0.1 NA 0.91 NA 65 17 66 15 100 1.34
"8" "tdku" 72 0 0 1 NA 38 9 38 10 100 1.89
"9" "tdp" 1179 0 0 1 NA 678 33 679 33 100 1.74
"10" "tdtd" 229 0.15 NA 0.85 NA 185 40 184 35 100 1.24
"11" "tukd" 107 0.5 NA 0.54 NA 106 16 106 14 100 1.01
"12" "tuku" 1 0.63 NA 0.69 NA 1 2 1 1 100 1
"13" "tup" 566 0 0 1 NA 480 33 486 31 100 1.18
"14" "tutd" 120 0.46 NA 0.56 NA 119 15 117 16 100 1.01
"15" "tutu" 4171 0 0 1 NA 3009 118 2999 107 100 1.39
