"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 186 0 0 1 NA 44 18 41 16 100 4.23
"2" "kukd" 329 0 0 1 NA 162 25 162 17 100 2.03
"3" "kuku" 1477 0 0 1 NA 782 43 782 44 100 1.89
"4" "pkd" 762 0 0 1 NA 351 26 350 25 100 2.17
"5" "pku" 1598 0 0 1 NA 971 60 972 59 100 1.65
"6" "pp" 14731 0 0 1 NA 3420 79 3420 69 100 4.31
"7" "tdkd" 73 0.05 NA 0.95 NA 44 16 42 15 100 1.66
"8" "tdku" 51 0 0 1 NA 24 7 24 7 100 2.12
"9" "tdp" 920 0 0 1 NA 426 28 425 29 100 2.16
"10" "tdtd" 170 0.04 NA 0.96 NA 108 34 106 24 100 1.57
"11" "tukd" 71 0.34 NA 0.7 NA 68 10 67 8 100 1.04
"12" "tuku" 1 0.41 NA 0.79 NA 1 1 0 0 100 1
"13" "tup" 345 0 0 1 NA 281 32 280 19 100 1.23
"14" "tutd" 67 0.59 NA 0.46 NA 69 13 68 13 100 0.97
"15" "tutu" 2593 0 0 1 NA 1702 75 1696 74 100 1.52
