"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 109 0 0 1 NA 9 8 8 7 100 12.11
"2" "kukd" 78 0 0 1 NA 21 7 21 7 100 3.71
"3" "kuku" 296 0 0 1 NA 81 10 80 11 100 3.65
"4" "pkd" 177 0 0 1 NA 43 9 44 8 100 4.12
"5" "pku" 320 0 0 1 NA 98 17 99 12 100 3.27
"6" "pp" 5271 0 0 1 NA 370 19 370 17 100 14.25
"7" "tdkd" 7 0.16 NA 0.88 NA 3 4 2 3 100 2.33
"8" "tdku" 7 0.01 NA 0.99 NA 2 2 1 1 100 3.5
"9" "tdp" 262 0 0 1 NA 31 8 30 7 100 8.45
"10" "tdtd" 86 0 0 1 NA 7 8 4 5 100 12.29
"11" "tukd" 5 0.86 NA 0.25 NA 8 3 8 4 100 0.62
"12" "tuku" 0 1 NA 0.9 NA 0 0 0 0 100 NA
"13" "tup" 40 0.02 NA 0.99 NA 25 8 24 7 100 1.6
"14" "tutd" 6 0.27 NA 0.84 NA 4 2 4 3 100 1.5
"15" "tutu" 349 0 0 1 NA 148 13 150 13 100 2.36
