"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 180 0 0 1 NA 35 15 34 15 100 5.14
"2" "kukd" 266 0 0 1 NA 129 20 132 16 100 2.06
"3" "kuku" 1216 0 0 1 NA 613 38 608 42 100 1.98
"4" "pkd" 653 0 0 1 NA 275 20 275 18 100 2.37
"5" "pku" 1320 0 0 1 NA 756 54 749 56 100 1.75
"6" "pp" 13269 0 0 1 NA 2619 73 2617 76 100 5.07
"7" "tdkd" 61 0.05 NA 0.96 NA 34 13 33 10 100 1.79
"8" "tdku" 38 0 0 1 NA 18 6 17 6 100 2.11
"9" "tdp" 766 0 0 1 NA 305 31 306 27 100 2.51
"10" "tdtd" 157 0.01 NA 0.99 NA 71 29 67 26 100 2.21
"11" "tukd" 53 0.5 NA 0.54 NA 53 11 52 8 100 1
"12" "tuku" 0 1 NA 0.58 NA 1 1 0 0 100 0
"13" "tup" 266 0 0 1 NA 208 29 213 21 100 1.28
"14" "tutd" 52 0.39 NA 0.63 NA 49 10 49 10 100 1.06
"15" "tutu" 2005 0 0 1 NA 1229 56 1229 53 100 1.63
