"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 149 0 0 1 NA 32 14 30 18 100 4.66
"2" "kukd" 234 0 0 1 NA 104 17 105 16 100 2.25
"3" "kuku" 1009 0 0 1 NA 470 36 466 37 100 2.15
"4" "pkd" 566 0 0 1 NA 227 21 223 18 100 2.49
"5" "pku" 1103 0 0 1 NA 580 66 581 34 100 1.9
"6" "pp" 11934 0 0 1 NA 2047 57 2051 53 100 5.83
"7" "tdkd" 37 0.15 NA 0.88 NA 26 12 25 12 100 1.42
"8" "tdku" 30 0 0 1 NA 12 5 11 4 100 2.5
"9" "tdp" 668 0 0 1 NA 235 21 234 21 100 2.84
"10" "tdtd" 133 0 0 1 NA 52 22 48 19 100 2.56
"11" "tukd" 46 0.21 NA 0.8 NA 40 8 40 7 100 1.15
"12" "tuku" 0 1 NA 0.58 NA 1 1 0 0 100 0
"13" "tup" 101 1 NA 0 0 162 17 163 13 100 0.62
"14" "tutd" 44 0.15 NA 0.85 NA 35 9 35 9 100 1.26
"15" "tutu" 1600 0 0 1 NA 930 42 927 39 100 1.72
