"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 188 0 0 1 NA 48 17 45 15 100 3.92
"2" "kukd" 350 0 0 1 NA 171 28 173 21 100 2.05
"3" "kuku" 1567 0 0 1 NA 846 49 842 42 100 1.85
"4" "pkd" 800 0 0 1 NA 373 32 374 27 100 2.14
"5" "pku" 1701 0 0 1 NA 1044 78 1048 62 100 1.63
"6" "pp" 15175 0 0 1 NA 3655 87 3645 90 100 4.15
"7" "tdkd" 74 0.02 NA 0.98 NA 45 14 43 12 100 1.64
"8" "tdku" 52 0 0 1 NA 26 8 25 7 100 2
"9" "tdp" 949 0 0 1 NA 458 30 460 30 100 2.07
"10" "tdtd" 175 0.04 NA 0.96 NA 113 35 114 34 100 1.55
"11" "tukd" 75 0.51 NA 0.51 NA 73 12 75 9 100 1.03
"12" "tuku" 1 0.55 NA 0.79 NA 1 1 1 1 100 1
"13" "tup" 375 0 0 1 NA 304 29 308 24 100 1.23
"14" "tutd" 76 0.53 NA 0.52 NA 76 13 76 12 100 1
"15" "tutu" 2807 0 0 1 NA 1876 76 1870 85 100 1.5
