"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.08 NA 0.94 NA 25 5 24 4 50 1.32
"2" "kukd" 305 0 0 1 NA 202 25 202 18 50 1.51
"3" "kuku" 1719 0 0 1 NA 1156 60 1149 56 50 1.49
"4" "pkd" 538 0 0 1 NA 407 34 409 19 50 1.32
"5" "pku" 2067 0 0 1 NA 1545 83 1554 94 50 1.34
"6" "pp" 6202 0 0 1 NA 4768 95 4763 79 50 1.3
"7" "tdkd" 35 0.36 NA 0.72 NA 31 8 32 7 50 1.13
"8" "tdku" 52 0.12 NA 0.88 NA 38 11 40 8 50 1.37
"9" "tdp" 545 0.18 NA 0.82 NA 529 18 529 19 50 1.03
"10" "tdtd" 44 0.66 NA 0.38 NA 47 6 48 6 50 0.94
"11" "tukd" 102 0.68 NA 0.38 NA 106 13 105 12 50 0.96
"12" "tuku" 1 0.58 NA 0.72 NA 1 2 1 1 50 1
"13" "tup" 541 0.16 NA 0.84 NA 501 40 494 42 50 1.08
"14" "tutd" 114 0.6 NA 0.4 NA 121 19 122 19 50 0.94
"15" "tutu" 4146 0 0 1 NA 3053 127 3064 125 50 1.36
