"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 201 0 0 1 NA 54 19 50 21 100 3.72
"2" "kukd" 368 0 0 1 NA 192 30 194 25 100 1.92
"3" "kuku" 1717 0 0 1 NA 955 47 952 43 100 1.8
"4" "pkd" 845 0 0 1 NA 413 28 409 27 100 2.05
"5" "pku" 1853 0 0 1 NA 1184 66 1182 65 100 1.57
"6" "pp" 15943 0 0 1 NA 4138 91 4134 90 100 3.85
"7" "tdkd" 78 0.07 NA 0.94 NA 53 16 52 15 100 1.47
"8" "tdku" 57 0 0 1 NA 29 9 29 8 100 1.97
"9" "tdp" 1021 0 0 1 NA 522 32 518 33 100 1.96
"10" "tdtd" 200 0.07 NA 0.93 NA 140 39 132 42 100 1.43
"11" "tukd" 88 0.35 NA 0.66 NA 84 12 84 13 100 1.05
"12" "tuku" 1 0.55 NA 0.78 NA 1 2 1 1 100 1
"13" "tup" 430 0.02 NA 0.98 NA 361 35 361 24 100 1.19
"14" "tutd" 91 0.47 NA 0.56 NA 90 14 90 13 100 1.01
"15" "tutu" 3201 0 0 1 NA 2183 81 2180 60 100 1.47
