"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 109 0 0 1 NA 10 9 7 6 100 10.9
"2" "kukd" 78 0 0 1 NA 21 7 21 7 100 3.71
"3" "kuku" 296 0 0 1 NA 80 11 80 10 100 3.7
"4" "pkd" 177 0 0 1 NA 43 9 43 9 100 4.12
"5" "pku" 320 0 0 1 NA 97 14 98 13 100 3.3
"6" "pp" 5271 0 0 1 NA 369 22 370 22 100 14.28
"7" "tdkd" 7 0.15 NA 0.88 NA 4 5 2 1 100 1.75
"8" "tdku" 7 0 0 1 NA 1 1 1 1 100 7
"9" "tdp" 262 0 0 1 NA 31 7 31 7 100 8.45
"10" "tdtd" 86 0 0 1 NA 6 9 4 4 100 14.33
"11" "tukd" 5 0.83 NA 0.32 NA 7 3 7 3 100 0.71
"12" "tuku" 0 1 NA 0.97 NA 0 0 0 0 100 NA
"13" "tup" 40 0 0 1 NA 24 6 26 6 100 1.67
"14" "tutd" 6 0.21 NA 0.87 NA 4 2 4 2 100 1.5
"15" "tutu" 349 0 0 1 NA 151 15 151 16 100 2.31
