"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tuku" "tup" "tutd" "tutu"
157 394 1910 905 2093 16398 71 69 1031 207 98 1 513 108 3970
177 393 1896 867 2061 15972 86 68 1089 216 104 1 512 110 3976
212 405 1918 885 2058 16308 87 71 1022 224 103 1 535 114 3954
211 398 1905 893 2083 16423 82 70 1045 169 106 1 528 114 3946
199 393 1900 873 2093 16354 85 70 1107 200 98 NA 533 118 3917
205 401 1912 875 2086 16237 81 71 1111 214 102 1 535 113 3990
197 385 1901 869 2072 16269 83 71 1067 227 102 1 524 119 3958
183 395 1884 884 2066 16236 82 70 1098 221 106 1 528 104 3979
193 396 1873 900 2058 16299 86 75 1075 211 96 1 516 114 3968
211 409 1910 911 2079 16205 81 72 1062 212 99 1 521 110 3950
213 402 1901 903 2080 16148 88 70 1088 223 103 1 537 110 3951
181 385 1875 866 2051 16109 67 64 1070 222 100 1 521 104 3918
212 390 1881 882 2056 16178 78 63 1118 196 102 NA 534 113 3968
212 385 1855 865 2037 16361 70 72 1071 208 101 NA 520 105 3891
194 388 1893 895 2077 16280 80 68 1079 219 102 1 522 116 3965
202 405 1886 898 2051 16161 78 64 1105 220 95 1 514 113 3939
201 393 1911 879 2078 16309 78 63 1132 226 97 1 512 108 3955
210 397 1903 910 2075 16307 81 66 1123 213 103 1 525 112 3990
182 405 1921 897 2074 16196 84 74 1072 210 99 1 539 114 3963
207 390 1921 863 2098 16185 84 72 1080 217 102 1 530 109 3992
202 390 1894 871 2063 16421 68 69 1076 157 92 1 507 108 3972
199 400 1891 886 2072 16134 85 71 1102 223 91 1 517 117 3906
198 395 1910 894 2088 16049 71 71 1086 198 104 1 514 109 3936
206 383 1870 876 2032 16083 68 68 1091 222 102 1 535 107 3939
182 395 1882 883 2056 16184 83 74 1070 222 104 1 533 114 3909
210 414 1915 919 2107 16206 85 64 1104 212 100 NA 533 113 3927
194 397 1890 866 2046 16017 85 73 1047 213 102 1 528 110 3894
212 403 1898 906 2070 16301 84 73 1081 198 105 1 528 108 3968
169 401 1897 887 2080 16267 83 70 1111 205 100 NA 522 110 3955
213 384 1885 906 2042 16144 73 68 1130 219 101 1 531 108 3931
214 400 1885 886 2059 16178 83 70 1104 231 107 1 545 117 3931
187 402 1868 858 2035 16189 79 74 1071 222 104 1 511 104 3956
213 404 1925 885 2108 16245 73 69 1085 209 99 1 531 114 3959
208 402 1902 920 2061 16259 83 70 1092 209 103 1 525 113 3967
164 385 1874 893 2036 16302 79 69 1118 213 94 1 528 113 3979
141 385 1859 854 2010 16343 80 72 1091 200 102 1 538 107 3962
181 392 1896 878 2058 16235 73 72 1139 207 95 1 512 107 3928
184 396 1889 881 2065 16378 72 61 1064 224 102 NA 526 112 3942
176 394 1887 854 2064 16144 63 61 1038 209 95 1 519 107 3959
197 407 1899 901 2090 16210 80 71 1105 193 103 1 260 110 3958
206 394 1890 904 2055 16211 87 66 1126 210 101 1 527 104 3987
178 404 1891 894 2063 16195 81 63 1044 220 102 1 534 113 3950
189 379 1893 867 2061 16479 69 66 1126 228 99 1 529 110 3954
212 390 1900 858 2068 16304 74 74 1107 154 101 1 538 113 3955
207 391 1897 886 2074 16256 74 68 1055 205 103 1 526 106 3982
205 401 1903 886 2064 16272 76 68 1076 217 104 1 516 113 3943
175 399 1901 887 2086 16042 85 71 1059 216 99 1 529 106 3941
169 384 1892 898 2096 16249 82 66 1099 164 97 1 525 110 3924
177 399 1900 897 2070 16335 83 71 1070 215 103 1 520 109 3958
188 394 1896 883 2059 16192 40 70 1096 224 105 1 532 112 3934
209 397 1870 888 2049 16221 88 70 1097 226 97 1 516 114 3938
184 385 1865 851 2036 16197 86 69 1059 223 105 1 261 108 4003
150 378 1908 863 2077 16343 77 71 1072 208 103 1 525 114 3971
196 390 1906 885 2089 16268 75 65 1107 220 101 1 519 108 3990
190 394 1902 872 2072 16347 70 68 1145 146 90 NA 514 112 3939
193 385 1874 859 2076 16128 78 68 1046 211 102 1 527 117 3885
180 379 1874 874 2046 16140 84 74 1110 169 99 1 256 107 3966
174 396 1878 868 2074 16210 75 71 1081 221 100 1 505 110 3967
193 394 1900 878 2081 16221 80 63 1038 224 99 1 531 113 3969
183 384 1871 888 2032 16341 65 63 1116 196 100 1 266 112 3939
213 399 1894 895 2075 16385 78 70 1084 196 101 1 523 106 3945
211 406 1906 889 2084 16282 83 64 1073 159 102 1 517 111 3961
199 381 1927 898 2083 16182 85 70 1074 211 97 1 509 113 3940
203 396 1893 860 2059 16129 70 65 1061 216 97 1 528 113 3952
188 385 1883 889 2054 16286 74 70 1101 195 104 NA 539 118 3935
174 389 1908 887 2097 16312 81 69 1096 209 105 1 521 109 3951
202 402 1883 892 2051 16185 77 64 1102 204 101 1 528 106 3967
204 408 1909 913 2092 16346 75 67 1052 208 105 1 532 112 3961
209 397 1901 880 2072 16448 85 72 1119 194 100 1 519 106 3935
161 393 1907 881 2064 16372 75 67 1088 222 105 NA 520 112 3956
194 395 1898 909 2078 16260 80 67 1073 220 96 1 519 109 3973
214 405 1893 911 2084 16311 82 71 1089 198 99 1 523 108 4001
207 385 1886 884 2051 16171 65 67 1088 220 99 1 512 110 3948
206 400 1886 897 2056 16156 71 66 1069 202 100 1 512 110 3933
172 397 1914 865 2093 16069 82 67 1079 191 99 NA 264 114 3960
179 389 1850 905 2047 16353 75 70 1021 210 93 1 532 113 3941
212 408 1892 892 2064 16167 88 70 1099 205 104 1 523 110 3949
211 381 1866 865 2030 16123 77 62 1079 200 95 1 526 110 3931
210 396 1886 895 2083 16095 81 70 1065 222 102 NA 530 108 3962
176 395 1896 881 2076 16368 81 67 1113 201 95 1 532 113 3941
209 390 1907 890 2097 16320 74 72 1093 173 102 NA 530 109 3911
193 390 1899 879 2074 16337 74 69 1094 177 103 1 530 109 3974
146 372 1873 837 2055 16162 70 69 1064 223 99 1 515 115 3932
188 390 1886 892 2062 16278 84 71 1098 228 93 1 527 111 3962
189 395 1889 875 2071 16175 75 67 1104 159 108 NA 532 112 3991
208 398 1911 875 2091 16219 80 69 1085 188 99 NA 257 103 3930
213 396 1883 882 2053 16344 77 67 1098 193 101 1 519 112 3941
213 409 1886 892 2053 16294 82 61 1098 207 100 1 522 112 3933
210 392 1898 876 2082 16279 74 67 1078 224 97 1 525 110 3964
177 411 1911 887 2076 16291 76 68 1090 213 101 1 531 110 3941
194 386 1896 868 2067 16225 86 70 1083 219 107 1 519 117 3928
193 399 1916 884 2086 16299 77 64 1080 218 92 NA 530 111 3936
208 396 1898 916 2085 16381 77 72 1091 202 101 1 524 112 3956
199 413 1882 911 2067 16179 78 73 1109 212 99 1 532 114 4003
208 402 1892 898 2061 16278 80 68 1111 214 98 1 522 112 3947
200 396 1914 888 2073 16267 82 68 1102 196 96 1 521 112 3941
168 391 1896 881 2076 16283 86 70 1090 158 100 1 524 111 3979
209 395 1893 904 2086 16300 75 67 1105 224 101 1 529 108 3984
163 394 1897 884 2070 16290 75 71 1097 219 101 NA 527 116 3989
181 395 1903 885 2091 16284 67 65 1114 175 100 1 513 111 3946
