"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 9 0.32 NA 0.84 NA 7 3 7 3 100 1.29
"2" "kukd" 155 0 0 1 NA 75 15 76 13 100 2.07
"3" "kuku" 932 0 0 1 NA 450 34 451 28 100 2.07
"4" "pkd" 109 0.59 NA 0.48 NA 109 16 110 12 100 1
"5" "pku" 1195 0 0 1 NA 504 42 505 44 100 2.37
"6" "pp" 1478 0 0 1 NA 917 45 918 38 100 1.61
"7" "tdkd" 20 0 0 1 NA 10 3 10 3 100 2
"8" "tdku" 30 0 0 1 NA 12 5 12 4 100 2.5
"9" "tdp" 145 0 0 1 NA 111 11 111 9 100 1.31
"10" "tdtd" 11 0.51 NA 0.65 NA 10 3 11 3 100 1.1
"11" "tukd" 35 0.1 NA 0.92 NA 27 8 27 7 100 1.3
"12" "tuku" 1 0.35 NA 0.9 NA 1 1 0 0 100 1
"13" "tup" 146 0 0 1 NA 105 16 107 13 100 1.39
"14" "tutd" 12 0.97 NA 0.05 NA 25 8 24 7 100 0.48
"15" "tutu" 770 0.11 NA 0.89 NA 713 45 720 39 100 1.08
