"type_ac" "type_bc" "NA" "kd" "ku" "p" "td" "tu"
"kd" "kd" 39 22 8 NA NA NA
"ku" "kd" 178 9 22 3 NA NA
"ku" "ku" 1196 16 4 11 2 3
"p" "kd" 468 8 19 13 NA NA
"p" "ku" 1653 4 9 24 NA 3
"p" "p" 5242 6 10 112 3 3
"td" "kd" 44 NA 1 NA 1 NA
"td" "ku" 40 NA NA 2 3 NA
"td" "p" 648 NA NA 2 35 1
"td" "td" 161 NA NA 6 4 26
"tu" "kd" 109 NA 3 2 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 566 NA 1 6 NA 1
"tu" "td" 143 NA NA 1 NA 9
"tu" "tu" 3042 NA NA 8 2 2
"kd" "kd" 38 5 14 NA NA NA
"ku" "kd" 229 1 22 NA NA NA
"ku" "ku" 1150 5 12 6 2 5
"p" "kd" 491 2 21 18 NA NA
"p" "ku" 1395 3 1 22 NA 1
"p" "p" 5473 2 9 116 2 2
"td" "kd" 52 NA 1 NA 2 NA
"td" "ku" 45 NA NA 1 2 NA
"td" "p" 650 NA 1 3 34 NA
"td" "td" 184 NA NA NA NA 5
"tu" "kd" 130 NA 3 1 NA NA
"tu" "p" 479 NA NA 3 NA NA
"tu" "td" 114 NA NA NA NA 11
"tu" "tu" 3294 NA NA 8 4 3
"kd" "kd" 67 6 32 NA NA NA
"ku" "kd" 189 4 18 4 1 NA
"ku" "ku" 1173 10 11 6 1 NA
"p" "kd" 476 8 31 8 1 NA
"p" "ku" 779 4 2 14 1 1
"p" "p" 5572 5 19 127 2 3
"td" "kd" 59 NA 1 12 NA NA
"td" "ku" 27 NA NA NA 2 NA
"td" "p" 607 NA NA 12 25 NA
"td" "td" 121 NA NA NA 2 NA
"tu" "kd" 110 NA 3 2 NA NA
"tu" "p" 467 NA NA 1 NA 1
"tu" "td" 104 NA NA NA NA 4
"tu" "tu" 3078 NA NA 7 4 4
"kd" "kd" 61 8 9 NA NA NA
"ku" "kd" 175 7 22 2 NA NA
"ku" "ku" 1226 20 14 8 4 1
"p" "kd" 474 1 18 13 NA NA
"p" "ku" 1585 1 9 20 1 2
"p" "p" 5205 3 8 90 1 2
"td" "kd" 42 NA 6 1 NA NA
"td" "ku" 32 NA NA NA 3 1
"td" "p" 660 NA 4 3 19 NA
"td" "td" 141 NA NA NA 36 28
"tu" "kd" 105 NA 1 3 NA NA
"tu" "p" 443 NA NA 4 NA NA
"tu" "td" 116 NA NA 1 1 9
"tu" "tu" 3289 2 NA 8 2 6
"kd" "kd" 39 NA 3 NA NA NA
"ku" "kd" 211 1 25 6 1 NA
"ku" "ku" 1214 7 15 14 1 1
"p" "kd" 447 1 7 15 NA NA
"p" "ku" 1489 1 5 5 2 1
"p" "p" 5016 2 7 114 2 1
"td" "kd" 71 NA 8 NA NA NA
"td" "ku" 42 NA NA 1 1 NA
"td" "p" 724 NA 2 2 22 NA
"td" "td" 169 NA NA NA 3 NA
"tu" "kd" 111 NA 1 NA NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 516 1 1 9 1 NA
"tu" "td" 110 NA NA NA NA 9
"tu" "tu" 3170 NA NA 12 1 1
"kd" "kd" 24 27 3 NA NA NA
"ku" "kd" 206 4 22 1 1 NA
"ku" "ku" 1206 9 10 6 2 1
"p" "kd" 467 3 25 34 NA NA
"p" "ku" 1549 8 6 26 NA 1
"p" "p" 5371 5 10 152 2 2
"td" "kd" 44 NA 4 NA 2 NA
"td" "ku" 23 NA NA NA NA NA
"td" "p" 648 NA 3 8 24 NA
"td" "td" 157 NA NA NA NA 15
"tu" "kd" 91 NA 2 NA 1 NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 500 NA 2 1 NA 3
"tu" "td" 111 NA NA 1 NA 7
"tu" "tu" 3070 NA 1 10 4 3
"kd" "kd" 33 7 20 NA NA NA
"ku" "kd" 208 5 32 15 NA NA
"ku" "ku" 1095 8 17 18 NA 2
"p" "kd" 517 4 24 42 NA 2
"p" "ku" 1462 7 3 10 1 1
"p" "p" 5363 1 11 157 8 5
"td" "kd" 29 NA 5 5 NA NA
"td" "ku" 39 NA NA NA 4 NA
"td" "p" 722 NA 4 13 43 NA
"td" "td" 238 NA NA NA NA NA
"tu" "kd" 118 NA 4 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 465 NA 2 3 NA NA
"tu" "td" 115 NA NA NA NA 10
"tu" "tu" 3383 NA 2 10 NA 5
"kd" "kd" 50 3 NA NA NA NA
"ku" "kd" 230 NA 23 3 NA NA
"ku" "ku" 1285 11 15 8 NA 1
"p" "kd" 502 2 21 8 NA NA
"p" "ku" 1598 7 4 15 NA 3
"p" "p" 5632 1 14 119 NA 5
"td" "kd" 54 NA 5 NA NA NA
"td" "ku" 31 NA NA NA NA NA
"td" "p" 641 NA 2 5 15 NA
"td" "td" 175 NA NA NA 4 NA
"tu" "kd" 103 NA 3 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 445 NA NA 4 NA 1
"tu" "td" 112 NA NA NA NA 5
"tu" "tu" 3085 NA NA 8 3 4
"kd" "kd" 41 12 15 2 NA NA
"ku" "kd" 187 9 17 2 NA NA
"ku" "ku" 1177 24 21 11 2 NA
"p" "kd" 464 2 27 9 NA 1
"p" "ku" 1516 9 7 18 2 NA
"p" "p" 5272 6 9 120 3 3
"td" "kd" 38 NA NA NA NA NA
"td" "ku" 32 NA NA NA 1 NA
"td" "p" 719 NA 1 2 17 NA
"td" "td" 165 NA NA NA NA 3
"tu" "kd" 106 NA 4 1 NA 1
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 494 NA 1 3 NA NA
"tu" "td" 117 NA NA NA NA 8
"tu" "tu" 3001 NA 1 7 4 5
"kd" "kd" 57 8 14 3 NA NA
"ku" "kd" 200 7 38 10 NA NA
"ku" "ku" 1282 23 11 11 2 1
"p" "kd" 512 10 18 8 NA NA
"p" "ku" 1652 7 7 17 NA 3
"p" "p" 5413 6 22 99 1 2
"td" "kd" 52 NA 3 NA NA NA
"td" "ku" 26 NA 1 NA 1 NA
"td" "p" 667 NA 2 2 28 NA
"td" "td" 168 NA NA NA NA 6
"tu" "kd" 102 NA 3 3 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 474 NA NA 3 NA NA
"tu" "td" 98 NA NA 1 NA 10
"tu" "tu" 3055 NA 1 7 NA 3
"kd" "kd" 41 2 19 NA NA NA
"ku" "kd" 201 2 23 4 NA NA
"ku" "ku" 1251 9 10 11 2 3
"p" "kd" 458 5 23 6 NA NA
"p" "ku" 1513 7 7 24 1 2
"p" "p" 5463 2 9 138 4 2
"td" "kd" 38 NA NA NA NA NA
"td" "ku" 45 NA NA NA 3 NA
"td" "p" 724 NA NA 9 24 1
"td" "td" 186 NA NA NA 12 2
"tu" "kd" 137 NA 2 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 543 NA 1 6 NA NA
"tu" "td" 120 NA NA NA NA 6
"tu" "tu" 3083 NA NA 16 1 2
"kd" "kd" 38 20 66 NA NA NA
"ku" "kd" 206 13 38 3 NA 1
"ku" "ku" 1239 8 21 10 4 2
"p" "kd" 455 25 34 5 NA NA
"p" "ku" 1508 6 5 17 NA 5
"p" "p" 5171 4 19 98 3 6
"td" "kd" 60 NA 2 NA NA NA
"td" "ku" 51 NA 1 NA 1 NA
"td" "p" 686 NA 1 10 13 3
"td" "td" 196 NA NA 3 14 15
"tu" "kd" 90 2 5 1 NA 1
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 468 NA NA 2 NA 1
"tu" "td" 122 NA NA NA NA 10
"tu" "tu" 3142 NA 1 11 1 3
"kd" "kd" 41 12 39 18 NA NA
"ku" "kd" 226 12 35 12 NA NA
"ku" "ku" 1229 22 13 9 2 1
"p" "kd" 522 10 20 20 NA NA
"p" "ku" 1679 4 7 16 NA 4
"p" "p" 5669 4 9 95 6 6
"td" "kd" 50 NA 4 4 38 NA
"td" "ku" 36 NA NA NA 2 NA
"td" "p" 711 NA NA 9 47 1
"td" "td" 125 NA NA NA 4 11
"tu" "kd" 106 1 2 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 452 NA NA 4 1 NA
"tu" "td" 138 NA NA NA NA 11
"tu" "tu" 3247 1 1 15 2 1
"kd" "kd" 21 9 13 NA NA NA
"ku" "kd" 195 6 9 7 NA NA
"ku" "ku" 1186 12 9 13 NA NA
"p" "kd" 500 3 15 19 NA NA
"p" "ku" 1490 1 2 15 NA 1
"p" "p" 5403 8 6 84 1 1
"td" "kd" 40 NA 9 NA 1 NA
"td" "ku" 32 NA NA 1 1 NA
"td" "p" 603 NA 4 3 17 NA
"td" "td" 131 NA NA NA 9 8
"tu" "kd" 109 NA 2 6 NA NA
"tu" "ku" 4 NA NA NA NA NA
"tu" "p" 501 NA 1 3 NA NA
"tu" "td" 127 NA NA NA NA 6
"tu" "tu" 3140 2 NA 4 5 5
"kd" "kd" 34 5 29 NA NA NA
"ku" "kd" 206 4 24 9 NA NA
"ku" "ku" 1274 15 11 16 1 3
"p" "kd" 454 12 32 24 NA NA
"p" "ku" 1685 12 3 21 1 4
"p" "p" 5590 3 16 161 7 NA
"td" "kd" 41 NA 5 3 NA NA
"td" "ku" 37 NA NA NA 1 NA
"td" "p" 649 NA 2 3 34 NA
"td" "td" 202 NA NA NA 18 17
"tu" "kd" 107 NA 3 NA NA NA
"tu" "p" 473 NA 1 6 NA NA
"tu" "td" 111 NA NA 1 1 7
"tu" "tu" 3259 NA NA 12 8 8
"kd" "kd" 48 10 NA NA NA NA
"ku" "kd" 194 3 18 1 NA NA
"ku" "ku" 1296 7 6 6 1 3
"p" "kd" 464 1 16 5 NA NA
"p" "ku" 1503 6 6 7 4 1
"p" "p" 5244 1 6 139 3 3
"td" "kd" 56 NA NA NA 3 NA
"td" "ku" 37 NA NA NA 2 NA
"td" "p" 666 NA NA 12 29 NA
"td" "td" 152 NA NA NA NA 36
"tu" "kd" 89 1 3 NA NA NA
"tu" "p" 469 NA 2 2 1 NA
"tu" "td" 91 NA NA 1 NA 5
"tu" "tu" 3163 NA NA 4 3 3
"kd" "kd" 30 NA 17 NA NA NA
"ku" "kd" 197 3 14 NA NA NA
"ku" "ku" 1233 6 6 10 2 1
"p" "kd" 503 2 28 16 NA 1
"p" "ku" 1559 4 5 27 2 5
"p" "p" 5421 5 13 132 8 5
"td" "kd" 87 NA 5 NA 3 NA
"td" "ku" 55 NA NA 1 4 NA
"td" "p" 646 NA 2 5 30 NA
"td" "td" 198 NA NA NA NA 3
"tu" "kd" 114 NA 6 3 NA NA
"tu" "ku" 6 NA NA NA NA NA
"tu" "p" 506 NA 2 7 3 1
"tu" "td" 112 NA NA 1 NA 9
"tu" "tu" 3099 1 1 9 4 3
"kd" "kd" 53 1 7 NA NA NA
"ku" "kd" 281 3 30 4 NA NA
"ku" "ku" 1300 12 12 12 NA 2
"p" "kd" 482 NA 23 15 NA NA
"p" "ku" 1676 NA 6 13 1 NA
"p" "p" 5511 5 12 100 2 4
"td" "kd" 80 NA 5 NA 4 NA
"td" "ku" 44 NA NA 1 2 NA
"td" "p" 672 NA 3 2 18 NA
"td" "td" 123 NA NA NA NA 12
"tu" "kd" 55 NA 6 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 568 NA 2 3 NA 1
"tu" "td" 112 NA NA NA NA 5
"tu" "tu" 3121 NA 2 10 5 6
"kd" "kd" 41 6 47 2 NA NA
"ku" "kd" 224 9 30 7 NA NA
"ku" "ku" 1353 4 22 20 1 2
"p" "kd" 462 24 22 11 NA NA
"p" "ku" 1639 7 4 19 NA 5
"p" "p" 5457 4 13 130 2 NA
"td" "kd" 86 NA 7 NA 2 NA
"td" "ku" 31 NA NA NA 1 NA
"td" "p" 677 NA 4 2 18 NA
"td" "td" 153 NA NA NA NA 22
"tu" "kd" 107 1 2 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 490 NA NA 6 NA 1
"tu" "td" 102 NA NA NA 1 5
"tu" "tu" 2995 NA 1 9 7 5
"kd" "kd" 33 6 2 NA NA NA
"ku" "kd" 202 1 16 NA NA NA
"ku" "ku" 1303 7 5 9 NA NA
"p" "kd" 547 3 28 6 NA NA
"p" "ku" 1633 2 7 7 3 1
"p" "p" 5236 5 12 105 1 6
"td" "kd" 45 NA NA 1 NA NA
"td" "ku" 38 NA NA NA 1 NA
"td" "p" 642 NA NA 14 27 1
"td" "td" 107 NA NA NA 9 NA
"tu" "kd" 98 NA 1 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 567 NA 1 8 1 NA
"tu" "td" 108 NA NA 1 NA 5
"tu" "tu" 3321 NA NA 8 3 5
"kd" "kd" 27 30 26 3 NA NA
"ku" "kd" 221 4 21 6 NA NA
"ku" "ku" 1166 6 14 7 1 2
"p" "kd" 480 15 33 16 NA NA
"p" "ku" 1477 7 5 8 3 4
"p" "p" 5404 7 15 127 2 4
"td" "kd" 78 NA NA 7 1 NA
"td" "ku" 48 NA NA NA 1 NA
"td" "p" 674 NA NA 6 36 NA
"td" "td" 114 NA NA 3 21 46
"tu" "kd" 120 NA 3 1 NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 468 NA NA 1 1 NA
"tu" "td" 163 NA NA NA NA 8
"tu" "tu" 3182 NA NA 5 1 7
"kd" "kd" 54 10 12 NA NA NA
"ku" "kd" 218 6 21 7 NA NA
"ku" "ku" 1172 14 5 12 1 NA
"p" "kd" 536 7 19 23 NA NA
"p" "ku" 1578 1 3 25 1 1
"p" "p" 5273 5 5 84 2 1
"td" "kd" 39 NA NA NA NA NA
"td" "ku" 40 NA NA NA 1 NA
"td" "p" 658 NA NA NA 22 NA
"td" "td" 191 NA NA NA 3 18
"tu" "kd" 119 NA 4 4 NA NA
"tu" "ku" 5 NA NA NA NA NA
"tu" "p" 456 NA NA 3 2 1
"tu" "td" 123 NA NA NA NA 11
"tu" "tu" 3270 NA NA 12 6 9
"kd" "kd" 29 9 30 11 NA NA
"ku" "kd" 198 11 31 7 NA NA
"ku" "ku" 1193 12 15 8 NA 1
"p" "kd" 432 11 30 21 NA NA
"p" "ku" 1412 4 4 7 1 2
"p" "p" 5338 4 24 136 5 5
"td" "kd" 48 NA 9 3 NA NA
"td" "ku" 44 NA NA NA 4 NA
"td" "p" 659 NA 4 6 39 NA
"td" "td" 108 NA NA 3 NA 17
"tu" "kd" 139 NA 1 3 NA NA
"tu" "ku" 3 NA NA NA NA NA
"tu" "p" 515 NA 3 5 NA 1
"tu" "td" 63 NA NA 2 NA 10
"tu" "tu" 3032 NA 2 11 6 5
"kd" "kd" 43 19 23 NA NA NA
"ku" "kd" 225 14 31 4 NA NA
"ku" "ku" 1304 20 20 13 1 6
"p" "kd" 536 4 10 13 NA NA
"p" "ku" 1562 8 3 18 NA 2
"p" "p" 5116 3 9 108 4 2
"td" "kd" 69 NA 1 NA 2 NA
"td" "ku" 29 NA NA NA 1 NA
"td" "p" 570 NA NA NA 36 NA
"td" "td" 142 NA NA 1 NA 2
"tu" "kd" 114 NA 3 2 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 491 NA NA 5 NA NA
"tu" "td" 109 NA NA NA NA 11
"tu" "tu" 3011 1 1 9 1 4
"kd" "kd" 40 1 15 2 NA NA
"ku" "kd" 250 5 21 3 NA NA
"ku" "ku" 1239 15 12 5 NA 1
"p" "kd" 488 1 15 12 NA NA
"p" "ku" 1723 3 1 16 NA 3
"p" "p" 5487 3 2 106 3 1
"td" "kd" 49 NA 8 NA NA NA
"td" "ku" 42 NA NA 1 3 NA
"td" "p" 608 NA 1 1 28 NA
"td" "td" 126 NA NA NA 3 7
"tu" "kd" 150 NA NA 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 471 NA NA 2 NA 3
"tu" "td" 130 NA NA NA 1 7
"tu" "tu" 3112 1 NA 8 4 2
"kd" "kd" 46 22 36 14 NA NA
"ku" "kd" 210 12 21 10 1 NA
"ku" "ku" 1209 14 6 11 NA 2
"p" "kd" 482 17 28 17 NA NA
"p" "ku" 1627 1 9 17 NA 4
"p" "p" 5249 5 19 120 2 1
"td" "kd" 49 NA 1 5 1 NA
"td" "ku" 45 NA 1 1 NA NA
"td" "p" 691 NA 1 5 13 2
"td" "td" 161 NA NA NA 11 7
"tu" "kd" 118 1 4 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 460 NA NA NA NA 1
"tu" "td" 122 NA NA 1 NA 11
"tu" "tu" 3237 NA NA 12 5 6
"kd" "kd" 33 2 3 NA NA NA
"ku" "kd" 195 1 16 1 NA NA
"ku" "ku" 1185 20 9 12 1 1
"p" "kd" 422 NA 24 6 NA NA
"p" "ku" 1470 6 8 11 1 5
"p" "p" 5344 5 6 118 5 2
"td" "kd" 44 NA 8 NA NA NA
"td" "ku" 31 NA NA NA 3 NA
"td" "p" 641 NA 3 2 15 NA
"td" "td" 158 NA NA NA 11 2
"tu" "kd" 96 1 5 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 425 NA 1 3 NA 1
"tu" "td" 145 NA NA 1 NA 7
"tu" "tu" 3190 NA 2 15 6 6
"kd" "kd" 44 40 43 NA NA NA
"ku" "kd" 172 17 40 7 NA NA
"ku" "ku" 1147 17 22 11 1 3
"p" "kd" 475 17 35 26 NA NA
"p" "ku" 1426 12 12 15 NA 1
"p" "p" 5312 13 21 110 3 2
"td" "kd" 64 NA 5 3 NA NA
"td" "ku" 38 NA NA NA 3 NA
"td" "p" 603 1 2 10 31 NA
"td" "td" 165 NA NA NA NA 2
"tu" "kd" 118 NA 5 3 NA NA
"tu" "p" 559 NA NA 3 NA 1
"tu" "td" 119 NA NA NA NA 7
"tu" "tu" 3081 1 NA 10 3 1
"kd" "kd" 77 2 6 3 NA NA
"ku" "kd" 233 8 26 2 NA NA
"ku" "ku" 1208 13 12 4 1 NA
"p" "kd" 499 1 28 7 NA NA
"p" "ku" 1522 6 4 12 NA 1
"p" "p" 5211 4 16 106 2 2
"td" "kd" 72 NA 7 NA NA NA
"td" "ku" 37 NA NA NA NA NA
"td" "p" 639 NA 3 4 38 NA
"td" "td" 145 NA NA NA 10 4
"tu" "kd" 99 NA 6 NA NA NA
"tu" "ku" 2 NA NA NA NA NA
"tu" "p" 516 NA NA 6 NA 3
"tu" "td" 130 NA NA NA 1 7
"tu" "tu" 3141 NA 1 15 1 1
"kd" "kd" 27 13 24 NA NA NA
"ku" "kd" 229 2 13 NA NA NA
"ku" "ku" 1221 10 4 3 NA 3
"p" "kd" 526 5 18 18 NA NA
"p" "ku" 1486 4 3 16 1 3
"p" "p" 5180 9 6 108 1 2
"td" "kd" 26 NA 4 NA NA NA
"td" "ku" 36 NA 1 1 NA NA
"td" "p" 662 NA 2 3 17 1
"td" "td" 149 NA NA NA NA 19
"tu" "kd" 96 1 3 1 NA NA
"tu" "p" 481 NA 1 3 NA 1
"tu" "td" 119 NA NA NA NA 2
"tu" "tu" 3145 NA 1 12 3 2
"kd" "kd" 36 4 28 NA NA NA
"ku" "kd" 213 5 22 4 NA NA
"ku" "ku" 1227 15 15 10 NA 1
"p" "kd" 485 13 43 15 NA NA
"p" "ku" 1642 12 14 16 1 NA
"p" "p" 5512 12 13 117 6 5
"td" "kd" 70 NA 4 NA NA NA
"td" "ku" 66 NA 1 NA 3 NA
"td" "p" 657 NA 2 19 31 NA
"td" "td" 245 NA NA 12 NA 3
"tu" "kd" 98 1 3 1 NA NA
"tu" "ku" 1 NA NA NA NA NA
"tu" "p" 445 NA 1 7 1 NA
"tu" "td" 112 NA NA 1 NA 7
