"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 58 19 55 18 100 3.69
"2" "kukd" 432 0 0 1 NA 230 33 232 24 100 1.88
"3" "kuku" 2049 0 0 1 NA 1202 71 1192 70 100 1.7
"4" "pkd" 963 0 0 1 NA 508 34 506 31 100 1.9
"5" "pku" 2240 0 0 1 NA 1510 90 1496 67 100 1.48
"6" "pp" 17671 0 0 1 NA 5255 117 5252 122 100 3.36
"7" "tdkd" 87 0.1 NA 0.92 NA 63 18 64 19 100 1.38
"8" "tdku" 72 0.01 NA 0.99 NA 38 10 38 9 100 1.89
"9" "tdp" 1179 0 0 1 NA 672 37 672 31 100 1.75
"10" "tdtd" 229 0.16 NA 0.84 NA 181 45 168 34 100 1.27
"11" "tukd" 107 0.61 NA 0.44 NA 110 14 109 12 100 0.97
"12" "tuku" 1 0.68 NA 0.73 NA 1 1 1 1 100 1
"13" "tup" 566 0 0 1 NA 481 34 480 38 100 1.18
"14" "tutd" 120 0.51 NA 0.51 NA 120 18 120 17 100 1
"15" "tutu" 4171 0 0 1 NA 2989 124 2989 127 100 1.4
