"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 15 0.04 NA 0.97 NA 10 3 9 3 100 1.5
"2" "kukd" 104 0 0 1 NA 70 11 70 8 100 1.49
"3" "kuku" 613 0 0 1 NA 400 30 399 28 100 1.53
"4" "pkd" 187 0 0 1 NA 124 16 126 11 100 1.51
"5" "pku" 722 0 0 1 NA 502 53 504 44 100 1.44
"6" "pp" 1764 0 0 1 NA 1372 44 1368 47 100 1.29
"7" "tdkd" 16 0.53 NA 0.54 NA 16 5 16 4 100 1
"8" "tdku" 39 0.01 NA 0.99 NA 20 8 19 9 100 1.95
"9" "tdp" 298 0.01 NA 0.99 NA 257 21 257 16 100 1.16
"10" "tdtd" 21 0.92 NA 0.18 NA 27 5 26 6 100 0.78
"11" "tukd" 26 0.63 NA 0.44 NA 28 8 27 6 100 0.93
"12" "tuku" 0 1 NA 0.65 NA 1 1 0 0 100 0
"13" "tup" 177 0.02 NA 0.98 NA 142 19 142 20 100 1.25
"14" "tutd" 62 0.33 NA 0.68 NA 56 15 56 11 100 1.11
"15" "tutu" 1075 0 0 1 NA 782 52 779 47 100 1.37
