"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 37 0 0 1 NA 11 4 11 4 100 3.36
"2" "kukd" 21 0.2 NA 0.89 NA 16 5 17 4 100 1.31
"3" "kuku" 16 0.28 NA 0.87 NA 15 1 15 1 100 1.07
"4" "pkd" 100 0 0 1 NA 70 11 71 7 100 1.43
"5" "pku" 31 0.07 NA 0.98 NA 25 5 27 3 100 1.24
"6" "pp" 227 0 0 1 NA 164 6 163 6 100 1.38
"7" "tdkd" 12 0.46 NA 0.59 NA 12 5 11 4 100 1
"8" "tdku" 5 0.34 NA 0.81 NA 4 2 4 2 100 1.25
"9" "tdp" 93 0.03 NA 0.97 NA 78 10 78 8 100 1.19
"10" "tdtd" 22 0.36 NA 0.69 NA 19 6 19 6 100 1.16
"11" "tukd" 16 0.91 NA 0.11 NA 22 4 22 3 100 0.73
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 44 0.02 NA 0.99 NA 36 6 37 3 100 1.22
"14" "tutd" 8 1 NA 0 0 21 4 21 4 100 0.38
"15" "tutu" 30 0.07 NA 0.96 NA 26 2 26 1 100 1.15
