"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 149 0 0 1 NA 32 15 29 15 100 4.66
"2" "kukd" 234 0 0 1 NA 103 17 104 11 100 2.27
"3" "kuku" 1009 0 0 1 NA 467 32 468 36 100 2.16
"4" "pkd" 566 0 0 1 NA 225 20 226 18 100 2.52
"5" "pku" 1103 0 0 1 NA 577 40 580 41 100 1.91
"6" "pp" 11934 0 0 1 NA 2055 57 2056 61 100 5.81
"7" "tdkd" 37 0.14 NA 0.86 NA 25 11 23 9 100 1.48
"8" "tdku" 30 0 0 1 NA 13 4 12 4 100 2.31
"9" "tdp" 668 0 0 1 NA 236 21 232 21 100 2.83
"10" "tdtd" 133 0.03 NA 0.97 NA 53 30 48 25 100 2.51
"11" "tukd" 46 0.32 NA 0.72 NA 42 8 41 8 100 1.1
"12" "tuku" 0 1 NA 0.67 NA 1 1 0 0 100 0
"13" "tup" 101 0.98 NA 0.02 NA 159 19 163 13 100 0.64
"14" "tutd" 44 0.23 NA 0.82 NA 37 8 37 9 100 1.19
"15" "tutu" 1600 0 0 1 NA 918 52 918 55 100 1.74
