"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 37 0 0 1 NA 12 4 12 4 100 3.08
"2" "kukd" 21 0.1 NA 0.94 NA 16 4 17 3 100 1.31
"3" "kuku" 16 0.34 NA 0.79 NA 15 2 15 1 100 1.07
"4" "pkd" 100 0 0 1 NA 71 11 73 6 100 1.41
"5" "pku" 31 0.09 NA 0.96 NA 25 6 27 3 100 1.24
"6" "pp" 227 0 0 1 NA 162 7 162 7 100 1.4
"7" "tdkd" 12 0.45 NA 0.59 NA 11 5 11 6 100 1.09
"8" "tdku" 5 0.36 NA 0.86 NA 4 2 3 3 100 1.25
"9" "tdp" 93 0.03 NA 0.97 NA 76 12 78 8 100 1.22
"10" "tdtd" 22 0.33 NA 0.74 NA 19 5 20 6 100 1.16
"11" "tukd" 16 0.85 NA 0.15 NA 21 5 21 4 100 0.76
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 44 0 0 1 NA 34 6 36 3 100 1.29
"14" "tutd" 8 1 NA 0.01 NA 20 5 22 4 100 0.4
"15" "tutu" 30 0.12 NA 0.96 NA 27 2 26 1 100 1.11
