"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 33 0.02 NA 1 NA 24 4 25 4 50 1.38
"2" "kukd" 305 0 0 1 NA 203 24 204 21 50 1.5
"3" "kuku" 1719 0 0 1 NA 1137 56 1134 62 50 1.51
"4" "pkd" 538 0 0 1 NA 408 23 406 19 50 1.32
"5" "pku" 2067 0 0 1 NA 1540 75 1546 67 50 1.34
"6" "pp" 6202 0 0 1 NA 4746 86 4738 100 50 1.31
"7" "tdkd" 35 0.42 NA 0.64 NA 32 7 32 7 50 1.09
"8" "tdku" 52 0.0600000000000001 NA 0.96 NA 37 8 38 7 50 1.41
"9" "tdp" 545 0.26 NA 0.78 NA 528 24 532 21 50 1.03
"10" "tdtd" 44 0.64 NA 0.42 NA 46 6 46 6 50 0.96
"11" "tukd" 102 0.64 NA 0.38 NA 106 14 106 13 50 0.96
"12" "tuku" 1 0.62 NA 0.7 NA 1 2 1 1 50 1
"13" "tup" 541 0.14 NA 0.88 NA 495 51 494 47 50 1.09
"14" "tutd" 114 0.7 NA 0.34 NA 121 17 119 11 50 0.94
"15" "tutu" 4146 0 0 1 NA 3082 111 3082 95 50 1.35
