"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 59 19 58 20 100 3.63
"2" "kukd" 432 0 0 1 NA 230 29 234 26 100 1.88
"3" "kuku" 2049 0 0 1 NA 1198 56 1198 64 100 1.71
"4" "pkd" 963 0 0 1 NA 499 35 498 34 100 1.93
"5" "pku" 2240 0 0 1 NA 1509 76 1512 82 100 1.48
"6" "pp" 17671 0 0 1 NA 5271 123 5257 119 100 3.35
"7" "tdkd" 87 0.05 NA 0.95 NA 61 17 61 18 100 1.43
"8" "tdku" 72 0 0 1 NA 39 9 40 9 100 1.85
"9" "tdp" 1179 0 0 1 NA 659 48 660 36 100 1.79
"10" "tdtd" 229 0.16 NA 0.85 NA 177 50 171 50 100 1.29
"11" "tukd" 107 0.53 NA 0.5 NA 105 16 108 16 100 1.02
"12" "tuku" 1 0.63 NA 0.67 NA 1 1 1 1 100 1
"13" "tup" 566 0 0 1 NA 466 45 468 36 100 1.21
"14" "tutd" 120 0.51 NA 0.55 NA 121 17 120 16 100 0.99
"15" "tutu" 4171 0 0 1 NA 2999 100 3000 100 100 1.39
