"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 45 0 0 1 NA 21 7 21 6 100 2.14
"2" "kukd" 100 0 0 1 NA 55 12 55 12 100 1.82
"3" "kuku" 113 0 0 1 NA 66 12 64 13 100 1.71
"4" "pkd" 94 0 0 1 NA 31 8 32 6 100 3.03
"5" "pku" 105 0 0 1 NA 60 14 60 13 100 1.75
"6" "pp" 3363 0 0 1 NA 131 14 130 13 100 25.67
"7" "tdkd" 1 0.41 NA 0.87 NA 1 1 0 0 100 1
"8" "tdku" 0 1 NA 0.79 NA 0 1 0 0 100 NA
"9" "tdp" 38 0 0 1 NA 15 4 16 4 100 2.53
"10" "tdtd" 17 0.11 NA 0.92 NA 11 4 11 4 100 1.55
"11" "tukd" 0 1 NA 0.71 NA 0 1 0 0 100 NA
"12" "tuku" 0 1 NA 0.94 NA 0 0 0 0 100 NA
"13" "tup" 39 0 0 1 NA 6 3 5 3 100 6.5
"14" "tutd" 11 0.31 NA 0.76 NA 9 4 8 4 100 1.22
"15" "tutu" 40 0.01 NA 0.99 NA 21 5 21 4 100 1.9
