"kdkd" "kukd" "kuku" "pkd" "pku" "pp" "tdkd" "tdku" "tdp" "tdtd" "tukd" "tup" "tutd" "tutu" "tuku"
6 19 12 112 29 448 8 8 179 19 3 7 9 9 NA
11 19 11 101 26 436 14 5 151 16 5 14 8 9 0
10 15 15 101 27 427 10 4 154 16 3 12 7 8 NA
13 16 14 94 25 439 11 5 161 20 6 8 8 9 NA
12 16 13 98 28 431 13 5 153 15 3 15 9 8 NA
14 14 13 104 25 456 18 11 167 18 7 15 6 9 NA
8 16 14 53 21 443 9 7 192 17 5 15 4 9 0
6 16 12 106 23 422 6 5 149 9 3 8 5 9 NA
14 12 17 111 27 426 8 8 172 14 3 8 5 8 NA
7 13 13 98 12 441 11 5 159 15 3 15 10 9 0
9 13 12 88 12 464 2 6 173 17 4 16 10 9 NA
12 4 14 105 25 443 13 9 169 18 3 15 4 9 0
16 11 12 110 11 439 7 8 158 10 6 7 9 9 0
10 14 12 109 25 446 10 5 163 13 7 15 10 9 NA
11 12 14 104 23 458 8 5 152 12 3 15 9 9 NA
10 17 12 116 25 453 10 7 150 17 3 15 3 8 0
11 19 13 112 25 437 12 5 175 20 7 15 8 9 0
7 14 14 100 11 450 15 7 182 25 5 6 9 9 NA
8 7 12 78 23 443 10 4 167 23 6 15 8 9 0
7 14 13 98 25 436 10 4 154 22 5 16 12 9 NA
7 19 13 92 25 447 9 3 170 11 7 14 5 9 0
8 16 15 91 27 444 11 5 157 14 3 8 10 9 0
11 15 13 100 12 445 13 3 168 15 5 8 11 9 0
9 15 14 102 23 437 11 5 168 24 5 7 11 9 0
9 12 14 90 23 421 15 5 168 29 7 7 6 9 0
17 16 14 110 21 446 15 8 164 12 4 15 9 8 0
11 20 14 102 13 433 19 9 177 8 3 7 7 8 0
14 16 13 103 23 452 10 7 151 16 7 15 10 9 NA
14 20 16 91 28 442 8 7 186 25 7 15 7 9 0
16 7 10 102 23 435 13 7 138 18 3 7 7 9 0
10 12 14 120 13 439 3 7 186 19 3 7 9 9 0
7 6 12 88 23 456 8 4 155 12 7 14 7 8 0
10 14 11 108 25 423 19 8 173 20 3 13 11 8 NA
5 11 14 110 24 435 8 4 157 20 6 8 10 9 0
9 6 13 104 26 442 13 8 184 9 3 14 4 9 0
7 14 13 97 26 441 11 10 148 16 3 16 6 8 0
12 11 13 98 23 444 13 9 166 17 7 13 5 9 0
9 13 13 94 24 452 15 10 155 16 4 15 9 8 NA
6 15 12 97 28 437 5 7 187 9 3 8 10 9 NA
13 18 12 106 23 435 4 5 165 24 4 15 5 9 0
11 14 14 115 14 434 11 6 158 6 7 7 8 8 0
7 16 13 104 27 438 10 4 160 11 6 15 7 8 0
11 17 15 48 24 454 7 5 161 14 7 12 7 9 0
9 12 15 115 27 447 7 2 175 30 3 12 7 9 0
11 13 15 97 25 438 9 6 187 17 3 17 4 9 0
19 17 15 112 26 438 9 7 163 20 4 13 5 9 0
9 17 10 53 26 452 8 7 145 21 5 7 9 9 NA
12 18 13 91 26 449 10 6 171 16 3 15 7 9 NA
12 17 12 98 24 463 7 5 167 14 3 7 5 9 0
17 13 15 111 25 451 13 9 152 22 5 7 4 8 NA
6 13 13 100 11 431 14 4 173 15 3 7 6 8 NA
11 17 14 99 24 454 3 6 183 13 3 13 9 8 0
14 14 12 99 22 452 12 3 151 21 5 7 4 9 NA
8 14 13 93 13 437 16 7 157 18 7 13 12 9 0
12 14 15 100 13 445 14 6 175 26 3 16 9 9 NA
10 13 12 100 23 456 6 5 140 14 7 13 10 9 NA
6 7 13 93 25 447 13 6 159 18 6 15 9 9 NA
9 14 13 89 25 442 6 3 160 20 6 15 7 9 0
14 19 15 91 25 434 8 6 161 8 3 13 7 9 NA
8 14 15 104 15 450 10 7 176 22 4 8 8 9 NA
7 13 11 105 23 446 13 7 178 12 6 15 12 9 NA
13 19 16 97 13 431 11 7 168 15 3 12 8 9 NA
