"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 9 0.37 NA 0.76 NA 8 3 8 3 100 1.12
"2" "kukd" 155 0 0 1 NA 76 12 76 13 100 2.04
"3" "kuku" 932 0 0 1 NA 451 35 451 33 100 2.07
"4" "pkd" 109 0.59 NA 0.44 NA 109 16 111 13 100 1
"5" "pku" 1195 0 0 1 NA 500 52 500 42 100 2.39
"6" "pp" 1478 0 0 1 NA 922 37 921 31 100 1.6
"7" "tdkd" 20 0.02 NA 0.99 NA 10 4 10 4 100 2
"8" "tdku" 30 0 0 1 NA 12 5 12 4 100 2.5
"9" "tdp" 145 0 0 1 NA 112 11 111 10 100 1.29
"10" "tdtd" 11 0.49 NA 0.63 NA 10 3 10 3 100 1.1
"11" "tukd" 35 0.14 NA 0.88 NA 27 7 27 6 100 1.3
"12" "tuku" 1 0.31 NA 0.94 NA 0 1 0 0 100 Inf
"13" "tup" 146 0 0 1 NA 105 18 104 14 100 1.39
"14" "tutd" 12 0.99 NA 0.01 NA 26 8 25 7 100 0.46
"15" "tutu" 770 0.07 NA 0.94 NA 709 41 708 39 100 1.09
