"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 214 0 0 1 NA 60 18 57 16 100 3.57
"2" "kukd" 438 0 0 1 NA 242 34 244 24 100 1.81
"3" "kuku" 2103 0 0 1 NA 1249 63 1244 63 100 1.68
"4" "pkd" 981 0 0 1 NA 520 32 518 34 100 1.89
"5" "pku" 2297 0 0 1 NA 1580 81 1586 84 100 1.45
"6" "pp" 18008 0 0 1 NA 5498 118 5497 117 100 3.28
"7" "tdkd" 88 0.1 NA 0.9 NA 63 17 62 15 100 1.4
"8" "tdku" 76 0 0 1 NA 41 9 41 10 100 1.85
"9" "tdp" 1205 0 0 1 NA 696 39 692 37 100 1.73
"10" "tdtd" 231 0.08 NA 0.92 NA 180 39 185 41 100 1.28
"11" "tukd" 111 0.5 NA 0.51 NA 109 16 110 16 100 1.02
"12" "tuku" 1 0.65 NA 0.67 NA 2 2 1 1 100 0.5
"13" "tup" 583 0.02 NA 0.98 NA 498 34 499 34 100 1.17
"14" "tutd" 123 0.61 NA 0.42 NA 127 18 126 19 100 0.97
"15" "tutu" 4391 0 0 1 NA 3174 109 3174 110 100 1.38
