"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 204 0 0 1 NA 51 19 50 15 100 4
"2" "kukd" 399 0 0 1 NA 206 25 206 22 100 1.94
"3" "kuku" 1873 0 0 1 NA 1064 52 1066 64 100 1.76
"4" "pkd" 901 0 0 1 NA 446 37 449 32 100 2.02
"5" "pku" 2031 0 0 1 NA 1336 71 1328 79 100 1.52
"6" "pp" 16685 0 0 1 NA 4620 115 4618 121 100 3.61
"7" "tdkd" 82 0.1 NA 0.9 NA 55 18 53 14 100 1.49
"8" "tdku" 65 0.01 NA 0.99 NA 33 9 32 9 100 1.97
"9" "tdp" 1082 0 0 1 NA 590 37 592 33 100 1.83
"10" "tdtd" 221 0.05 NA 0.96 NA 151 41 152 42 100 1.46
"11" "tukd" 99 0.24 NA 0.77 NA 90 14 92 12 100 1.1
"12" "tuku" 1 0.61 NA 0.73 NA 1 2 1 1 100 1
"13" "tup" 497 0 0 1 NA 405 31 405 27 100 1.23
"14" "tutd" 102 0.58 NA 0.44 NA 105 16 105 11 100 0.97
"15" "tutu" 3575 0 0 1 NA 2498 89 2503 94 100 1.43
