"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 142 0 0 1 NA 27 14 24 13 100 5.26
"2" "kukd" 208 0 0 1 NA 91 15 89 16 100 2.29
"3" "kuku" 908 0 0 1 NA 398 26 397 26 100 2.28
"4" "pkd" 484 0 0 1 NA 194 18 193 21 100 2.49
"5" "pku" 995 0 0 1 NA 488 43 493 37 100 2.04
"6" "pp" 11218 0 0 1 NA 1768 55 1771 66 100 6.35
"7" "tdkd" 36 0.12 NA 0.89 NA 22 12 20 10 100 1.64
"8" "tdku" 27 0 0 1 NA 11 4 11 4 100 2.45
"9" "tdp" 620 0 0 1 NA 194 18 196 17 100 3.2
"10" "tdtd" 124 0 0 1 NA 40 23 36 16 100 3.1
"11" "tukd" 39 0.4 NA 0.7 NA 36 8 36 7 100 1.08
"12" "tuku" 0 1 NA 0.67 NA 0 1 0 0 100 NA
"13" "tup" 170 0.01 NA 0.99 NA 132 18 133 13 100 1.29
"14" "tutd" 37 0.15 NA 0.88 NA 29 8 29 7 100 1.28
"15" "tutu" 1371 0 0 1 NA 761 40 760 42 100 1.8
