"group" "motif_type" "counts" "total_count"
"1" "others" 2 58
"1" "others" 3 18
"1" "others" 4 15
"1" "others" 5 4
"1" "others" 6 4
"1" "others" 7 2
"1" "others" 9 1
"1" "others" 11 2
"1" "others" 13 1
"1" "others" 14 1
"1" "others" 15 1
"1" "others" 18 1
"1" "others" 21 1
"1" "others" 51 1
"1" "protein_complexes" 2 409
"1" "protein_complexes" 3 93
"1" "protein_complexes" 4 19
"1" "protein_complexes" 5 5
"1" "protein_complexes" 6 4
"1" "protein_complexes" 7 1
"1" "protein_complexes" 8 1
"1" "protein_complexes" 9 1
"1" "regulatory_triplets" 2 173
"1" "regulatory_triplets" 3 39
"1" "regulatory_triplets" 4 14
"1" "regulatory_triplets" 5 2
"1" "regulatory_triplets" 6 3
"1" "regulatory_triplets" 7 1
"1" "regulatory_triplets" 8 1
"1" "regulatory_triplets" 17 1
"1" "signaling_triplets" 2 255
"1" "signaling_triplets" 3 47
"1" "signaling_triplets" 4 20
"1" "signaling_triplets" 5 6
"1" "signaling_triplets" 6 3
"1" "signaling_triplets" 7 2
"1" "signaling_triplets" 8 1
"2" "others" 2 46
"2" "others" 3 33
"2" "others" 4 10
"2" "others" 5 3
"2" "others" 6 5
"2" "others" 7 2
"2" "others" 8 2
"2" "others" 9 1
"2" "others" 11 1
"2" "others" 15 2
"2" "others" 17 1
"2" "others" 29 1
"2" "protein_complexes" 2 420
"2" "protein_complexes" 3 72
"2" "protein_complexes" 4 23
"2" "protein_complexes" 5 9
"2" "protein_complexes" 6 5
"2" "protein_complexes" 7 2
"2" "protein_complexes" 8 2
"2" "protein_complexes" 9 1
"2" "protein_complexes" 23 1
"2" "regulatory_triplets" 2 159
"2" "regulatory_triplets" 3 28
"2" "regulatory_triplets" 4 8
"2" "regulatory_triplets" 5 1
"2" "regulatory_triplets" 6 1
"2" "signaling_triplets" 2 239
"2" "signaling_triplets" 3 36
"2" "signaling_triplets" 4 12
"2" "signaling_triplets" 5 4
"2" "signaling_triplets" 6 3
"2" "signaling_triplets" 7 2
"2" "signaling_triplets" 8 1
"2" "signaling_triplets" 9 1
"3" "others" 2 56
"3" "others" 3 23
"3" "others" 4 5
"3" "others" 5 10
"3" "others" 6 3
"3" "others" 7 3
"3" "others" 8 1
"3" "others" 9 1
"3" "others" 12 1
"3" "others" 14 1
"3" "others" 16 1
"3" "others" 17 1
"3" "others" 18 1
"3" "protein_complexes" 2 401
"3" "protein_complexes" 3 75
"3" "protein_complexes" 4 22
"3" "protein_complexes" 5 10
"3" "protein_complexes" 6 3
"3" "protein_complexes" 7 3
"3" "protein_complexes" 13 1
"3" "regulatory_triplets" 2 182
"3" "regulatory_triplets" 3 27
"3" "regulatory_triplets" 4 5
"3" "regulatory_triplets" 5 4
"3" "regulatory_triplets" 6 1
"3" "regulatory_triplets" 7 1
"3" "signaling_triplets" 2 233
"3" "signaling_triplets" 3 46
"3" "signaling_triplets" 4 7
"3" "signaling_triplets" 5 10
"3" "signaling_triplets" 6 3
"3" "signaling_triplets" 7 2
"3" "signaling_triplets" 9 1
"3" "signaling_triplets" 10 1
"4" "others" 2 79
"4" "others" 3 16
"4" "others" 4 8
"4" "others" 5 4
"4" "others" 6 3
"4" "others" 7 6
"4" "others" 8 2
"4" "others" 9 2
"4" "others" 10 1
"4" "others" 13 1
"4" "others" 32 1
"4" "protein_complexes" 2 406
"4" "protein_complexes" 3 78
"4" "protein_complexes" 4 21
"4" "protein_complexes" 5 12
"4" "protein_complexes" 6 1
"4" "protein_complexes" 7 3
"4" "protein_complexes" 8 1
"4" "regulatory_triplets" 2 146
"4" "regulatory_triplets" 3 28
"4" "regulatory_triplets" 4 7
"4" "regulatory_triplets" 5 5
"4" "regulatory_triplets" 6 2
"4" "regulatory_triplets" 11 1
"4" "regulatory_triplets" 13 1
"4" "regulatory_triplets" 16 1
"4" "signaling_triplets" 2 204
"4" "signaling_triplets" 3 34
"4" "signaling_triplets" 4 12
"4" "signaling_triplets" 5 4
"4" "signaling_triplets" 6 3
"4" "signaling_triplets" 7 1
"4" "signaling_triplets" 8 1
"5" "others" 2 75
"5" "others" 3 25
"5" "others" 4 9
"5" "others" 5 6
"5" "others" 6 1
"5" "others" 7 4
"5" "others" 9 1
"5" "others" 11 1
"5" "others" 12 1
"5" "others" 15 1
"5" "protein_complexes" 2 412
"5" "protein_complexes" 3 66
"5" "protein_complexes" 4 16
"5" "protein_complexes" 5 10
"5" "protein_complexes" 6 3
"5" "protein_complexes" 8 2
"5" "protein_complexes" 10 1
"5" "regulatory_triplets" 2 206
"5" "regulatory_triplets" 3 27
"5" "regulatory_triplets" 4 8
"5" "regulatory_triplets" 5 2
"5" "regulatory_triplets" 6 1
"5" "regulatory_triplets" 10 1
"5" "regulatory_triplets" 16 1
"5" "signaling_triplets" 2 181
"5" "signaling_triplets" 3 52
"5" "signaling_triplets" 4 9
"5" "signaling_triplets" 5 6
"5" "signaling_triplets" 6 1
"5" "signaling_triplets" 7 2
"5" "signaling_triplets" 8 1
"6" "others" 2 75
"6" "others" 3 23
"6" "others" 4 10
"6" "others" 5 11
"6" "others" 6 3
"6" "others" 8 2
"6" "others" 10 1
"6" "others" 14 2
"6" "others" 16 2
"6" "others" 18 1
"6" "protein_complexes" 2 394
"6" "protein_complexes" 3 97
"6" "protein_complexes" 4 25
"6" "protein_complexes" 5 10
"6" "protein_complexes" 6 5
"6" "protein_complexes" 7 3
"6" "regulatory_triplets" 2 161
"6" "regulatory_triplets" 3 25
"6" "regulatory_triplets" 4 12
"6" "regulatory_triplets" 6 1
"6" "signaling_triplets" 2 190
"6" "signaling_triplets" 3 33
"6" "signaling_triplets" 4 19
"6" "signaling_triplets" 5 2
"6" "signaling_triplets" 6 7
"6" "signaling_triplets" 7 2
"6" "signaling_triplets" 11 1
"7" "others" 2 65
"7" "others" 3 20
"7" "others" 4 12
"7" "others" 5 8
"7" "others" 6 4
"7" "others" 8 2
"7" "others" 11 1
"7" "others" 19 2
"7" "protein_complexes" 2 465
"7" "protein_complexes" 3 79
"7" "protein_complexes" 4 16
"7" "protein_complexes" 5 6
"7" "protein_complexes" 6 4
"7" "protein_complexes" 7 2
"7" "protein_complexes" 8 1
"7" "protein_complexes" 10 1
"7" "regulatory_triplets" 2 165
"7" "regulatory_triplets" 3 26
"7" "regulatory_triplets" 4 7
"7" "regulatory_triplets" 5 3
"7" "regulatory_triplets" 6 1
"7" "regulatory_triplets" 8 1
"7" "signaling_triplets" 2 217
"7" "signaling_triplets" 3 45
"7" "signaling_triplets" 4 13
"7" "signaling_triplets" 5 5
"7" "signaling_triplets" 7 1
"7" "signaling_triplets" 8 1
"7" "signaling_triplets" 9 1
"8" "others" 2 74
"8" "others" 3 19
"8" "others" 4 4
"8" "others" 5 4
"8" "others" 6 4
"8" "others" 7 2
"8" "others" 8 1
"8" "others" 9 4
"8" "others" 10 1
"8" "others" 16 2
"8" "others" 17 1
"8" "others" 21 1
"8" "others" 31 1
"8" "others" 36 1
"8" "protein_complexes" 2 412
"8" "protein_complexes" 3 72
