"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 37 0 0 1 NA 12 4 11 4 100 3.08
"2" "kukd" 21 0.11 NA 0.93 NA 16 4 17 3 100 1.31
"3" "kuku" 16 0.35 NA 0.89 NA 15 2 15 1 100 1.07
"4" "pkd" 100 0 0 1 NA 70 10 70 9 100 1.43
"5" "pku" 31 0.0600000000000001 NA 0.97 NA 26 4 27 3 100 1.19
"6" "pp" 227 0 0 1 NA 164 6 164 6 100 1.38
"7" "tdkd" 12 0.53 NA 0.51 NA 12 5 12 4 100 1
"8" "tdku" 5 0.38 NA 0.86 NA 4 2 3 3 100 1.25
"9" "tdp" 93 0.02 NA 0.99 NA 76 11 78 9 100 1.22
"10" "tdtd" 22 0.27 NA 0.77 NA 19 5 19 4 100 1.16
"11" "tukd" 16 0.83 NA 0.17 NA 21 5 22 3 100 0.76
"12" "tuku" 0 1 NA 1 NA 0 0 0 0 100 NA
"13" "tup" 44 0.02 NA 1 NA 34 7 37 3 100 1.29
"14" "tutd" 8 1 NA 0.02 NA 20 5 21 4 100 0.4
"15" "tutu" 30 0.07 NA 0.99 NA 27 2 26 2 100 1.11
