"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 19 13 17 10 100 7.16
"2" "kukd" 159 0 0 1 NA 56 12 55 12 100 2.84
"3" "kuku" 677 0 0 1 NA 241 21 241 22 100 2.81
"4" "pkd" 345 0 0 1 NA 115 17 115 13 100 3
"5" "pku" 742 0 0 1 NA 295 35 296 28 100 2.52
"6" "pp" 9190 0 0 1 NA 1105 40 1104 40 100 8.32
"7" "tdkd" 27 0.05 NA 0.96 NA 12 8 10 6 100 2.25
"8" "tdku" 23 0 0 1 NA 6 3 6 4 100 3.83
"9" "tdp" 538 0 0 1 NA 114 13 114 15 100 4.72
"10" "tdtd" 100 0.01 NA 0.99 NA 23 18 18 14 100 4.35
"11" "tukd" 23 0.39 NA 0.67 NA 21 6 21 6 100 1.1
"12" "tuku" 0 1 NA 0.81 NA 0 1 0 0 100 NA
"13" "tup" 107 0.01 NA 0.99 NA 77 13 78 9 100 1.39
"14" "tutd" 22 0.2 NA 0.85 NA 16 5 17 6 100 1.38
"15" "tutu" 915 0 0 1 NA 458 26 456 27 100 2
