"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 209 0 0 1 NA 57 19 52 21 100 3.67
"2" "kukd" 421 0 0 1 NA 226 28 227 22 100 1.86
"3" "kuku" 1995 0 0 1 NA 1164 55 1160 61 100 1.71
"4" "pkd" 944 0 0 1 NA 488 28 491 27 100 1.93
"5" "pku" 2181 0 0 1 NA 1450 87 1451 78 100 1.5
"6" "pp" 17339 0 0 1 NA 5053 120 5042 113 100 3.43
"7" "tdkd" 84 0.13 NA 0.87 NA 61 22 59 21 100 1.38
"8" "tdku" 71 0 0 1 NA 36 11 37 10 100 1.97
"9" "tdp" 1154 0 0 1 NA 650 40 653 38 100 1.78
"10" "tdtd" 225 0.07 NA 0.93 NA 165 45 159 36 100 1.36
"11" "tukd" 103 0.42 NA 0.64 NA 100 13 98 13 100 1.03
"12" "tuku" 1 0.62 NA 0.64 NA 1 1 1 1 100 1
"13" "tup" 547 0 0 1 NA 452 39 456 30 100 1.21
"14" "tutd" 114 0.63 NA 0.43 NA 117 18 117 17 100 0.97
"15" "tutu" 3978 0 0 1 NA 2834 103 2830 95 100 1.4
