"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 136 0 0 1 NA 25 13 22 13 100 5.44
"2" "kukd" 191 0 0 1 NA 74 14 73 13 100 2.58
"3" "kuku" 789 0 0 1 NA 317 23 317 21 100 2.49
"4" "pkd" 416 0 0 1 NA 161 17 160 17 100 2.58
"5" "pku" 870 0 0 1 NA 394 47 398 28 100 2.21
"6" "pp" 10342 0 0 1 NA 1441 44 1440 47 100 7.18
"7" "tdkd" 33 0.1 NA 0.91 NA 18 11 15 9 100 1.83
"8" "tdku" 25 0 0 1 NA 9 4 8 4 100 2.78
"9" "tdp" 578 0 0 1 NA 157 17 157 17 100 3.68
"10" "tdtd" 124 0 0 1 NA 30 18 26 14 100 4.13
"11" "tukd" 32 0.3 NA 0.74 NA 28 7 28 7 100 1.14
"12" "tuku" 0 1 NA 0.76 NA 0 0 0 0 100 NA
"13" "tup" 70 0.98 NA 0.02 NA 107 14 108 13 100 0.65
"14" "tutd" 29 0.21 NA 0.84 NA 23 6 23 6 100 1.26
"15" "tutu" 1135 0 0 1 NA 610 36 611 29 100 1.86
