"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 142 0 0 1 NA 27 13 25 12 100 5.26
"2" "kukd" 208 0 0 1 NA 90 16 90 15 100 2.31
"3" "kuku" 908 0 0 1 NA 394 27 391 24 100 2.3
"4" "pkd" 484 0 0 1 NA 192 17 192 19 100 2.52
"5" "pku" 995 0 0 1 NA 490 38 488 39 100 2.03
"6" "pp" 11218 0 0 1 NA 1744 58 1743 63 100 6.43
"7" "tdkd" 36 0.09 NA 0.93 NA 22 11 20 10 100 1.64
"8" "tdku" 27 0 0 1 NA 11 4 10 4 100 2.45
"9" "tdp" 620 0 0 1 NA 192 19 191 18 100 3.23
"10" "tdtd" 124 0.01 NA 0.99 NA 37 20 34 19 100 3.35
"11" "tukd" 39 0.32 NA 0.72 NA 35 8 35 9 100 1.11
"12" "tuku" 0 1 NA 0.67 NA 0 1 0 0 100 NA
"13" "tup" 170 0.01 NA 0.99 NA 136 17 136 17 100 1.25
"14" "tutd" 37 0.15 NA 0.89 NA 29 7 29 6 100 1.28
"15" "tutu" 1371 0 0 1 NA 764 42 766 36 100 1.79
