"motif_type" "observed_counts" "enrichment_raw_p_values" "enrichment_adj_p_values" "depletion_raw_p_values" "depletion_adj_p_values" "mean" "sd" "median" "mad" "count" "ratio"
"1" "kdkd" 129 0 0 1 NA 39 14 38 12 100 3.31
"2" "kukd" 316 0 0 1 NA 110 18 112 19 100 2.87
"3" "kuku" 1097 0 0 1 NA 315 31 311 27 100 3.48
"4" "pkd" 612 0 0 1 NA 79 14 78 12 100 7.75
"5" "pku" 1177 0 0 1 NA 265 39 266 36 100 4.44
"6" "pp" 13890 0 0 1 NA 479 31 484 32 100 29
"7" "tdkd" 28 0.01 NA 0.99 NA 11 6 10 7 100 2.55
"8" "tdku" 50 0 0 1 NA 8 5 8 4 100 6.25
"9" "tdp" 592 0 0 1 NA 61 10 62 10 100 9.7
"10" "tdtd" 41 0 0 1 NA 16 6 16 6 100 2.56
"11" "tukd" 17 0.02 NA 0.98 NA 9 4 8 4 100 1.89
"12" "tuku" 0 1 NA 0.94 NA 0 0 0 0 100 NA
"13" "tup" 173 0 0 1 NA 25 7 25 6 100 6.92
"14" "tutd" 21 0.0600000000000001 NA 0.95 NA 14 4 14 4 100 1.5
"15" "tutu" 353 0 0 1 NA 69 12 70 13 100 5.12
